Rank,Company,Year,Country,Region,Industry,R&D (€ million),R&D one-year growth (%),Net sales (€ million),Net sales one-year growth (%),R&D intensity (%),Capex (€ million),Capex one-year growth (%),Capex intensity (%),Op. profits (€ million),Op. profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€ million),Market cap one-year growth (%)
1925,PANGANG,2022,China,China,Industrial Metals & Mining,76.697462,-15.1,1915.151339,6.5,4.0,19.875418,287.4,1.0,198.661451,-12.2,10.4,3391,3.4,6605.246727,22.4
1926,ARCADYAN TECHNOLOGY,2022,Taiwan,RoW,Technology Hardware & Equipment,76.645631,29.4,1440.098592,23.3,5.3,46.116404,-12.5,3.2,67.636968,-1.8,4.7,,,777.051848,31.2
1927,KOLON,2022,South Korea,RoW,General Industrials,76.640593,1.8,3970.901238,15.1,1.9,217.724111,56.2,5.5,179.400615,-4.0,4.5,,,1068.839659,-38.4
1928,HUAGONG TECH,2022,China,China,Electronic & Electrical Equipment,76.604669,41.7,1571.240177,17.7,4.9,39.665751,-17.6,2.5,97.112243,70.1,6.2,8296,0.3,2853.945647,-21.5
1929,SHANGHAI AWINIC TECHNOLOGY,2022,China,China,Technology Hardware & Equipment,76.600764,42.0,279.311521,-10.2,27.4,54.846798,15.7,19.6,-7.96093,-121.0,-2.9,1186,20.4,,
1930,KNOWLES,2022,US,US,Leisure Goods,76.59857,-12.0,716.951367,-11.9,10.7,30.095643,-34.0,4.2,-349.709507,-420.7,-48.8,7000,0.0,1303.28304,-24.4
1931,SHOCKWAVE MEDICAL,2022,US,US,Health Care Equipment & Services,76.578881,61.6,459.153581,106.5,16.7,23.557107,102.0,5.1,116.382948,-14351.9,25.3,1001,52.4,9961.740594,41.1
1932,LING YUN INDUSTRIAL,2022,China,China,Automobiles & Parts,76.502263,12.5,2150.061538,6.4,3.6,89.825023,47.3,4.2,99.883316,-13.4,4.6,2663,-73.0,861.694735,-8.2
1933,BENTELER INTERNATIONAL,2022,Austria,EU,Automobiles & Parts,76.464,0.2,8954.312,22.9,0.9,,,,725.553,1607.1,8.1,21349,-8.4,,
1934,SITRONIX TECHNOLOGY,2022,Taiwan,RoW,Technology Hardware & Equipment,76.417683,-14.5,550.415248,-19.0,13.9,19.820482,-22.3,3.6,146.583478,-41.2,26.6,,,698.7452,-35.4
1935,ZHEJIANG WINDEY,2022,China,China,Industrial Engineering,76.408595,-7.7,2273.22332,6.5,3.4,174.150577,16.4,7.7,147.691846,34.1,6.5,2356,27.9,937.971221,8.0
1936,GLOBAL-E,2022,Israel,RoW,Software & Computer Services,76.135416,172.9,383.507571,66.8,19.9,7.830492,189.7,2.0,-177.50242,188.3,-46.3,767,62.2,4634.23428,-57.0
1937,VISHAY INTERTECHNOLOGY,2022,US,US,Electronic & Electrical Equipment,76.112914,4.9,3279.019784,7.9,2.3,304.995443,49.0,9.3,583.811426,33.1,17.8,23900,4.8,2409.978425,-11.8
1938,SEOUL SEMICONDUCTOR,2022,South Korea,RoW,Technology Hardware & Equipment,76.089278,11.2,820.763594,-14.7,9.3,43.382276,-62.5,5.3,-24.737629,-152.9,-3.0,,,498.207126,-30.0
1939,EPPENDORF,2022,Germany,EU,Health Care Equipment & Services,76.012,17.9,1233.671,12.1,6.2,87.556,19.2,7.1,225.568,-17.1,18.3,4762,12.4,,
1940,SCOR,2022,France,EU,Nonlife Insurance,76,-5.0,15973,11.4,0.5,7,-12.5,0.0,-601,-689.2,-3.8,3590,0.0,2966.373122,-38.9
1941,VAXART,2022,US,US,Pharmaceuticals & Biotechnology,75.992907,66.3,0.100318,-88.0,75752.0,9.001503,86.2,8973.0,-107.432073,57.5,-107091.5,164,49.1,367.682087,-64.3
1942,TANGO THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,75.985406,29.5,23.307716,-32.9,326.0,7.211703,318.7,30.9,-104.135615,90.9,-446.8,110,20.9,338.430435,-64.5
1943,BERRY GLOBAL GROUP,2022,US,US,General Industrials,75.942279,-10.0,13589.91771,4.7,0.6,644.103033,1.6,4.7,1186.012135,-5.8,8.7,46000,-2.1,6891.85487,-19.1
1944,BIO-THERA,2022,China,China,Pharmaceuticals & Biotechnology,75.800868,24.5,60.632394,-45.9,125.0,34.735178,232.3,57.3,-66.383901,-687.1,-109.5,1189,27.0,291.543631,
1945,LOTTE CHEMICAL,2022,South Korea,RoW,Chemicals,75.788978,10.8,16480.02989,22.9,0.5,1923.508699,235.3,11.7,-564.18294,-149.7,-3.4,,,4437.516628,-30.0
1946,CURTISS-WRIGHT,2022,US,US,Aerospace & Defence,75.788519,-8.6,2397.361801,2.0,3.2,35.830692,-7.0,1.5,401.363382,11.9,16.7,8100,3.8,5298.426433,13.5
1947,FARASIS ENERGY,2022,China,China,Electronic & Electrical Equipment,75.764388,10.4,1426.975534,335.3,5.3,250.555194,-19.9,17.6,-90.048609,-41.4,-6.3,7113,49.3,3351.835447,
1948,89BIO,2022,US,US,Pharmaceuticals & Biotechnology,75.751016,14.9,0,,,0.006562,-88.9,,-95.86447,13.9,,45,9.8,85.099579,-75.6
1949,HYLIION,2022,US,US,Automobiles & Parts,75.72664,40.3,1.974499,953.0,3835.2,2.704857,21.2,137.0,-149.117821,64.3,-7552.2,250,25.0,572.709216,-60.0
1950,SPRINKLR,2022,US,US,Software & Computer Services,75.715389,26.6,579.589598,25.5,13.1,5.710671,-0.9,1.0,-48.025522,-41.4,-8.3,3511,8.2,1230.306632,171.3
1951,CELLEBRITE DI,2022,Israel,RoW,Software & Computer Services,75.586006,23.0,253.75128,9.9,29.8,6.466344,34.9,2.5,0.978811,-92.4,0.4,1005,11.7,862.365762,-49.0
1952,EZVIZ NETWORK,2022,China,China,Software & Computer Services,75.564947,27.4,569.943807,1.5,13.3,45.241986,-10.7,7.9,44.983103,-34.5,7.9,3991,5.0,,
1953,INNER MONGOLIA FIRST MACHINERY,2022,China,China,Automobiles & Parts,75.543282,39.4,1900.14798,4.1,4.0,25.997332,-23.7,1.4,78.439841,13.3,4.1,6902,-3.4,1931.97619,-16.0
1954,COOPER-STANDARD HOLDINGS,2022,US,US,Automobiles & Parts,75.499751,-10.5,2367.70306,8.4,3.2,66.707322,-26.0,2.8,-81.28449,-49.8,-3.4,23000,1.8,125.577938,-66.1
1955,NUVATION,2022,US,US,Pharmaceuticals & Biotechnology,75.487562,23.4,0,,,0.346896,31.2,,-105.319752,20.4,,53,-17.2,572.927332,-69.6
1956,TECAN,2022,Switzerland,RoW,Pharmaceuticals & Biotechnology,75.40381,6.5,1161.995341,20.9,6.5,23.42755,-15.0,2.0,150.126222,1.6,12.9,3531,7.3,4664.739431,-31.6
1957,SHENZHEN MTC,2022,China,China,Leisure Goods,75.351904,-4.4,2007.302411,-33.2,3.8,261.516958,-4.4,13.0,201.863592,-16.5,10.1,11470,-16.4,2262.85471,-31.7
1958,OCTAPHARMA,2022,Switzerland,RoW,Pharmaceuticals & Biotechnology,75.339,-3.3,2898.236811,13.7,2.6,208.773292,8.7,7.2,,,,160,0.0,,
1959,LENNOX INTERNATIONAL,2022,US,US,Construction & Materials,75.285987,5.5,4423.778385,12.5,1.7,94.787214,-5.3,2.1,611.851003,11.4,13.8,13200,20.0,7976.551929,-31.7
1960,KALVISTA PHARMACEUTICALS,2022,US,US,Pharmaceuticals & Biotechnology,75.263486,14.4,0,,,1.12132,28.5,,-103.948103,14.8,,118,12.4,379.41348,-19.0
1961,4D MOLECULAR THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,75.241922,30.8,2.933622,-82.7,2564.8,10.81568,26.6,368.7,-103.161491,54.3,-3516.5,140,12.9,238.632668,-69.1
1962,ZALANDO,2022,Germany,EU,General Retailers,75.1,-14.5,10344.8,-0.1,0.7,274.5,14.2,2.7,81.1,-80.9,0.8,16999,-0.3,6091.861818,-74.7
1963,CRODA INTERNATIONAL,2022,UK,RoW,Chemicals,75.014857,12.9,2363.929748,10.6,3.2,159.760149,-7.7,6.8,901.422883,79.1,38.1,5825,-5.1,10626.4035,-26.4
1964,YPSOMED,2022,Switzerland,RoW,Health Care Equipment & Services,75.012843,35.9,505.169889,7.0,14.8,100.410461,91.7,19.9,61.533116,112.0,12.2,2059,7.1,2076.421228,10.1
1965,GRACO,2022,US,US,Industrial Engineering,75.01222,0.4,2009.677405,7.8,3.7,188.600306,50.6,9.4,536.940039,7.8,26.7,4000,5.3,10122.20333,-18.9
1966,REPSOL,2022,Spain,EU,Oil & Gas Producers,75,-7.4,75153,51.1,0.1,3535,85.9,4.7,8456,91.7,11.3,23770,-0.5,18859.36225,27.2
1967,POWERTECH TECHNOLOGY,2022,Taiwan,RoW,Technology Hardware & Equipment,74.976112,0.9,2562.402818,0.2,2.9,567.323368,21.6,22.1,382.266631,-14.0,14.9,,,1979.387547,-26.0
1968,HONGFA TECHNOLOGY,2022,China,China,Electronic & Electrical Equipment,74.947773,25.4,1495.902091,16.6,5.0,203.880565,64.3,13.6,260.363194,15.5,17.4,15294,0.7,5272.651304,-15.4
1969,BEIJING BDSTAR NAVIGATION,2022,China,China,Electronic & Electrical Equipment,74.923811,37.2,502.805,-0.3,14.9,48.845267,-17.7,9.7,15.447311,-48.9,3.1,4268,11.8,1728.937994,-25.4
1970,CELLDEX THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,74.911901,64.2,2.209826,-49.3,3389.9,1.713857,46.4,77.6,-93.975288,40.7,-4252.6,148,10.4,1333.095878,-41.9
1971,WACKER NEUSON,2022,Germany,EU,Industrial Engineering,74.9,11.0,2252.4,20.7,3.3,71.3,55.0,3.2,190.8,-1.1,8.5,6301,14.4,1164.324027,-36.9
1972,TKH,2022,Netherlands,EU,Electronic & Electrical Equipment,74.845,16.2,1816.615,19.2,4.1,92.339,175.2,5.1,180.797,32.1,10.0,4762,-22.7,1465.129506,-34.1
1973,FERROVIAL,2022,Spain,EU,Construction & Materials,74.8,24.7,7551,11.4,1.0,95,-23.4,1.3,429,27.3,5.7,24191,27.8,18424.52424,1.7
1974,ACER,2022,Taiwan,RoW,Technology Hardware & Equipment,74.766666,-7.5,8409.079393,-13.7,0.9,14.515524,-14.0,0.2,207.296896,-51.7,2.5,,,2047.21717,-12.7
1975,FITIPOWER INTEGRATED TECHNOLOGY,2022,Taiwan,RoW,Electronic & Electrical Equipment,74.575173,12.6,600.87142,-13.9,12.4,20.409005,31.0,3.4,118.875965,-49.9,19.8,,,726.174109,-44.3
1976,MITAC HOLDINGS,2022,Taiwan,RoW,Technology Hardware & Equipment,74.546168,11.3,1460.40834,13.4,5.1,26.194588,-14.7,1.8,-19.302547,-268.6,-1.3,,,1035.145133,0.7
1977,HESAI,2022,China,China,Technology Hardware & Equipment,74.508025,50.7,161.404821,66.9,46.2,31.029633,5.0,19.2,-50.758767,42.6,-31.4,1020,-98.0,,
1978,PENUMBRA,2022,US,US,Health Care Equipment & Services,74.448747,-24.1,794.237168,13.3,9.4,18.093013,-8.9,2.3,5.702233,-66.8,0.7,3900,2.6,5831.741653,-38.2
1979,BIOATLA,2022,US,US,Pharmaceuticals & Biotechnology,74.392493,36.7,0,-100.0,,0.251265,-71.0,,-101.38763,12.1,,66,17.9,296.464666,-76.2
1980,DIGITAL TURBINE,2022,US,US,Support Services,74.350303,7.4,624.339289,-10.9,11.9,22.368282,2.5,3.6,45.276599,-58.1,7.3,777,-7.9,1711.640057,-67.5
1981,EMBARK TECHNOLOGY,2022,US,US,Automobiles & Parts,74.267798,43.3,0,,,9.763739,210.6,,-144.068128,48.2,,230,-0.4,,
1982,DELAVAL,2022,Sweden,EU,Industrial Engineering,74.252301,11.3,699.908702,2.7,10.6,,,,14.975876,-78.8,2.1,675,-0.3,,
1983,KANSAI ELECTRIC POWER,2022,Japan,Japan,Electricity,74.213113,-2.9,27931.58244,38.6,0.3,3364.045093,-12.2,12.0,-367.899141,-152.4,-1.3,31628,-1.0,8930.556262,21.8
1984,BABYLON,2022,UK,RoW,Health Care Equipment & Services,74.212482,66.5,1040.380157,,7.1,7.982377,,0.8,-286.59866,,-27.5,1895,,,
1985,DAIFUKU,2022,Japan,Japan,Industrial Engineering,74.184841,-2.2,4254.333874,17.5,1.7,96.943529,31.1,2.3,410.193547,11.0,9.6,13020,,7328.987176,-15.7
1986,LONGSHINE TECHNOLOGY,2022,China,China,Software & Computer Services,74.159359,-2.8,608.497532,-1.9,12.2,38.458976,53.2,6.3,47.353305,-59.5,7.8,5716,-5.0,3687.408456,97.4
1987,SK CHEMICALS,2022,South Korea,RoW,Chemicals,74.143671,16.7,1353.250838,-12.5,5.5,223.960872,105.8,16.5,170.511504,-58.5,12.6,,,1274.920651,-45.7
1988,O-I GLASS,2022,US,US,General Industrials,74.067161,-3.7,6427.904504,7.8,1.2,505.344301,35.4,7.9,897.243963,46.6,14.0,24000,0.0,1899.37344,-14.9
1989,SAILUN,2022,China,China,Automobiles & Parts,74.028287,29.7,2879.553703,25.4,2.6,482.815641,38.9,16.8,262.514104,16.3,9.1,17469,27.3,4003.956243,17.3
1990,CHENG UEI PRECISION INDUSTRY,2022,Taiwan,RoW,Electronic & Electrical Equipment,73.867607,7.1,2873.086294,8.4,2.6,77.416244,-22.1,2.7,120.804116,69.7,4.2,,,583.449325,-2.6
1991,YOOZOO INTERACTIVE,2022,China,China,Leisure Goods,73.823162,-10.6,264.094507,-38.2,28.0,5.66481,-35.3,2.1,-27.940761,22.8,-10.6,1579,-45.4,1082.102527,-17.5
1992,MELTWATER,2022,Netherlands,EU,Support Services,73.802769,11.9,411.26588,9.2,17.9,1.492593,-15.9,0.4,-20.449099,-72.1,-5.0,2354,4.4,282.508478,
1993,ELEVATION,2022,US,US,Pharmaceuticals & Biotechnology,73.801831,233.6,0,,,0.08063,,,-88.645265,195.0,,33,-5.7,25.110101,-90.1
1994,INNOCARE PHARMA,2022,China,China,Pharmaceuticals & Biotechnology,73.799152,-19.5,83.9326,-40.0,87.9,30.496166,37.2,36.3,-137.187991,519.9,-163.5,939,30.2,1962.826251,-49.9
1995,CHR HANSEN,2022,Denmark,EU,Pharmaceuticals & Biotechnology,73.7,1.7,1218,0.8,6.1,119.3,-12.1,9.8,319,11.5,26.2,3693,-6.4,7663.054264,-25.6
1996,DAIWA HOUSE INDUSTRY,2022,Japan,Japan,Household Goods & Home Construction,73.697155,9.7,34690.73612,10.6,0.2,3438.65401,18.4,9.9,3209.540459,26.5,9.3,49768,1.9,14769.17277,-6.5
1997,UBE INDUSTRIES,2022,Japan,Japan,General Industrials,73.661816,-11.6,3496.766411,-24.5,2.1,189.625106,-26.3,5.4,105.594658,-65.5,3.0,8028,-18.5,1542.510515,-7.4
1998,888 HOLDINGS,2022,UK,RoW,Travel & Leisure,73.657122,247.6,1161.448089,26.4,6.3,8.344275,58.9,0.7,58.691193,-28.0,5.1,12019,581.3,623.170089,-63.7
1999,EVELO BIOSCIENCES,2022,US,US,Pharmaceuticals & Biotechnology,73.649009,-6.1,0,,,0.583161,-59.1,,-101.693274,-6.0,,66,-45.9,,
2000,ALMIRALL,2022,Spain,EU,Pharmaceuticals & Biotechnology,73.6,-6.7,863.248,4.4,8.5,23.007,22.3,2.7,51.729,163.6,6.0,1846,3.4,1632.730714,-36.8
2001,GENOR,2022,China,China,Pharmaceuticals & Biotechnology,73.52846,-2.0,2.13816,-64.4,3438.9,1.213216,-80.5,56.7,-104.19037,-11.2,-4872.9,264,-58.8,190.625479,-70.9
2002,GENEXD,2022,US,US,Pharmaceuticals & Biotechnology,73.513063,-29.2,220.039471,10.6,33.4,6.709172,-23.9,3.0,-625.963141,49.6,-284.5,1100,-8.3,,
2003,CELULARITY,2022,US,US,Pharmaceuticals & Biotechnology,73.469935,-11.3,16.852623,-15.7,436.0,4.909058,-15.6,29.1,-24.00151,-76.5,-142.4,225,0.0,361.767545,58.8
2004,AXCELIS TECHNOLOGIES,2022,US,US,Electronic & Electrical Equipment,73.463373,19.8,862.552404,38.9,8.5,10.015942,22.5,1.2,199.100966,66.8,23.1,1485,24.3,2073.207387,32.5
2005,JEOL,2022,Japan,Japan,Industrial Engineering,73.44271,22.0,1149.872115,17.5,6.4,42.605395,420.1,3.7,167.057252,67.1,14.5,3351,1.8,2061.538853,-26.6
2006,KISSEI PHARMACEUTICAL,2022,Japan,Japan,Pharmaceuticals & Biotechnology,73.44271,0.3,477.034825,3.2,15.4,14.863826,41.2,3.1,-7.972608,-19.5,-1.7,1795,-1.8,910.365943,2.6
2007,GEBERIT,2022,Switzerland,RoW,General Industrials,73.420542,-7.2,3444.469398,-2.0,2.1,157.503819,-8.4,4.6,766.701375,-16.3,22.3,11514,-2.5,16499.29702,-40.8
2008,EBERSPAECHER,2022,Germany,EU,Automobiles & Parts,73.418,8.8,6437.472,7.3,1.1,140.211,48.0,2.2,-20.966,-141.6,-0.3,10681,2.9,,
2009,REE AUTOMOTIVE,2022,Israel,RoW,Automobiles & Parts,73.340552,-69.0,0,-100.0,,10.367527,357.9,#NUM!,-119.9813,-75.2,#NUM!,291,7.8,253.803025,-80.4
2010,WALKME,2022,Israel,RoW,Software & Computer Services,73.333989,26.2,229.70758,26.7,31.9,2.687981,-56.3,1.2,-101.79453,39.6,-44.3,1200,-0.8,930.948923,-56.7
2011,NINEBOT,2022,China,China,Support Services,73.260657,15.0,1344.717951,10.2,5.4,58.137918,62.6,4.3,68.20641,3.9,5.1,3537,0.4,300.700452,
2012,GUANGZHOU DEVELOPMENT GROUP,2022,China,China,"Gas, Water & Multiutilities",73.179882,10.7,6347.589141,27.0,1.2,628.88481,48.6,9.9,266.19509,1077.0,4.2,6031,3.8,2509.053421,-0.5
2013,MONTAGE TECHNOLOGY,2022,China,China,Technology Hardware & Equipment,73.084402,54.7,491.925236,43.6,14.9,30.445839,47.8,6.2,120.003391,36.9,24.4,641,21.6,,
2014,ULVAC,2022,Japan,Japan,Industrial Engineering,73.082246,23.5,1608.148693,-5.7,4.5,115.28477,122.1,7.2,124.635623,-34.6,7.8,,,1908.174505,-7.9
2015,OMEGA,2022,US,US,Pharmaceuticals & Biotechnology,73.057409,63.3,1.943559,,3758.9,1.293831,-5.9,66.6,-96.349188,55.3,-4957.4,117,46.3,200.548336,-74.8
2016,ELECTRIC POWER DEVELOPMENT,2022,Japan,Japan,Electricity,73.053975,20.3,13018.54918,69.8,0.6,1023.872384,7.1,7.9,1299.570567,111.4,10.0,7078,-1.0,2773.885158,30.4
2017,FOCUSED PHOTONICS (HANGZHOU),2022,China,China,Electronic & Electrical Equipment,73.030297,8.7,442.274468,-8.3,16.5,17.704914,-21.8,4.0,-37.578051,55.4,-8.5,7034,5.9,1758.884714,53.9
2018,TELLHOW SCI-HECH,2022,China,China,Technology Hardware & Equipment,73.001067,5.8,815.149842,1.8,9.0,27.421386,-17.5,3.4,44.577669,160.0,5.5,2013,-23.9,730.215175,-28.3
2019,GESTAMP AUTOMOCION,2022,Spain,EU,Automobiles & Parts,72.99,2.4,10726.444,32.5,0.7,677.839,31.4,6.3,535.413,29.3,5.0,43288,8.5,2112.137745,-6.8
2020,STOKE THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,72.976779,43.7,11.630419,,627.5,3.714608,230.2,31.9,-97.839907,21.3,-841.2,117,14.7,556.586466,-38.3
2021,VOLOCOPTER,2022,Germany,EU,Aerospace & Defence,72.902,74.9,0.242,-31.6,30124.8,,,,-109.942,104.1,-45430.6,328,127.8,,
2022,CHINA ZHENHUA GROUP SCIENCE & TECHNOLOGY,2022,China,China,Electronic & Electrical Equipment,72.89922,14.9,951.796583,28.7,7.7,58.812702,-8.1,6.2,398.169738,55.7,41.8,7275,3.4,7798.215825,-1.7
2023,HYTERA COMMUNICATIONS,2022,China,China,Technology Hardware & Equipment,72.876488,-12.7,746.69703,-1.0,9.8,58.971467,-10.2,7.9,47.11858,-315.2,6.3,6114,-6.9,872.924792,20.1
2024,ACCELINK TECHNOLOGIES,2022,China,China,Electronic & Electrical Equipment,72.815887,-12.0,923.337923,6.6,7.9,57.456154,23.5,6.2,96.544285,-0.1,10.5,4279,-1.0,1590.869172,-24.9
2025,SHANGHAI SHYNDEC,2022,China,China,Pharmaceuticals & Biotechnology,72.792664,3.7,1703.76641,-6.8,4.3,41.260111,-41.0,2.4,127.210624,-12.9,7.5,11492,-3.7,1226.656164,-4.4
2026,ANGES MG,2022,Japan,Japan,Pharmaceuticals & Biotechnology,72.686012,-2.8,0.473981,4.5,15335.2,0.138312,-75.6,29.2,-116.066496,5.1,-24487.6,138,5.3,380.833517,-55.9
2027,CBFI INVESTMENT,2022,UK,RoW,Real Estate Investment & Services,72.587906,8.7,136.120852,8.1,53.3,3.939694,42.7,2.9,,,,853,9.9,,
2028,CANAAN,2022,China,China,Technology Hardware & Equipment,72.550774,63.8,587.673012,-12.2,12.3,12.766826,152.3,2.2,48.001115,-80.4,8.2,541,56.4,546.829678,-60.0
2029,MEIDENSHA,2022,Japan,Japan,General Industrials,72.495609,3.9,1926.558289,6.9,3.8,87.606813,39.1,4.5,57.667123,-9.0,3.0,9816,-1.1,645.500326,-18.4
2030,ZHEJIANG WANFENG AUTO WHEEL,2022,China,China,Automobiles & Parts,72.42512,27.7,2132.935585,34.4,3.4,47.553271,-28.4,2.2,210.681156,108.8,9.9,11508,1.3,1734.532526,10.5
2031,N-ABLE,2022,US,US,Software & Computer Services,72.364553,30.7,348.555371,7.3,20.8,12.032632,-58.1,3.5,44.436546,42.2,12.7,1462,4.5,1682.845261,-25.8
2032,AUTEL INTELLIGENT TECHNOLOGY,2022,China,China,Automobiles & Parts,72.350688,11.3,297.000734,0.2,24.4,17.94541,-33.5,6.0,26.419811,-53.4,8.9,1704,-26.4,1054.426954,
2033,VAREX IMAGING,2022,US,US,Health Care Equipment & Services,72.192043,7.1,805.738204,5.0,9.0,19.970006,41.1,2.5,86.161672,22.4,10.7,2300,9.5,786.970154,-27.0
2034,CRICUT,2022,US,US,General Retailers,72.111412,-3.6,830.954791,-32.1,8.7,31.662304,-5.6,3.8,74.960654,-58.4,9.0,775,-6.6,258.589235,-59.6
2035,ALECTOR,2022,US,US,Pharmaceuticals & Biotechnology,72.005468,-50.7,125.27382,-35.5,57.5,3.85993,26.8,3.1,-129.227507,268.9,-103.2,273,31.3,808.582452,-60.5
2036,CREDO,2022,China,China,Technology Hardware & Equipment,71.980154,60.1,172.692742,73.0,41.7,20.357218,23.5,11.8,-17.65236,0.0,-10.2,438,14.7,1883.513758,
2037,CARA THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,71.966091,-5.7,39.252782,81.8,183.3,0.040315,10.3,0.1,-82.069227,-1.7,-209.1,106,26.2,519.831022,-29.9
2038,HTC,2022,Taiwan,RoW,Technology Hardware & Equipment,71.938876,4.4,134.607648,-16.1,53.4,0.972914,-68.3,0.7,-100.709279,3.0,-74.8,,,1573.994168,77.0
2039,WEIQIAO TEXTILE,2022,China,China,Personal Goods,71.861763,-10.1,2224.275922,1.9,3.2,124.231801,1007.3,5.6,-219.646883,-438.6,-9.9,38000,-5.0,73.505697,-48.6
2040,RENISHAW,2022,UK,RoW,Electronic & Electrical Equipment,71.830969,-0.2,759.286133,18.7,9.5,35.029562,184.7,4.6,187.271254,42.2,24.7,4931,11.1,4447.2398,12.9
2041,SINO AMERICAN SILICON PRODUCTS,2022,Taiwan,RoW,Technology Hardware & Equipment,71.691205,8.5,2499.653442,18.9,2.9,415.701564,126.5,16.6,775.846467,40.6,31.0,,,2997.947335,-13.2
2042,LI NING,2022,China,China,Personal Goods,71.686625,29.0,3462.953616,14.3,2.1,235.76455,78.3,6.8,626.478507,-6.6,18.1,4620,15.0,22637.33516,-27.7
2043,TOPGOLF CALLAWAY,2022,US,US,Leisure Goods,71.629507,12.4,3746.204496,27.5,1.9,499.062655,65.2,13.3,240.765151,14.1,6.4,32000,29.0,3833.649807,-21.6
2044,SOUNDHOUND,2022,US,US,Software & Computer Services,71.622007,29.1,29.185274,46.9,245.4,1.246015,109.0,4.3,-98.825281,61.4,-338.6,430,7.5,418.257264,
2045,TI FLUID,2022,UK,RoW,Automobiles & Parts,71.4,5.8,3268.3,10.5,2.2,90.8,2.9,2.8,-216,-260.6,-6.6,25600,0.0,862.970247,-52.0
2046,ZUMTOBEL,2022,Austria,EU,Electronic & Electrical Equipment,71.372,6.0,1209.2,5.3,5.9,54.484,20.2,4.5,84.259,38.7,7.0,5503,-4.8,293.625,-26.9
2047,PARADOX INTERACTIVE,2022,Sweden,EU,Software & Computer Services,71.37103,6.6,177.391633,36.3,40.2,0.190527,25.1,0.1,77.462246,204.8,43.7,656,-9.0,1594.194612,4.9
2048,HEICO,2022,US,US,Aerospace & Defence,71.311675,10.4,2070.432166,18.4,3.4,29.985011,-11.6,1.4,465.820563,26.5,22.5,6500,16.1,7783.658542,20.7
2049,RIO TINTO,2022,UK,RoW,Mining,71.254484,16.9,52085.15269,-12.5,0.1,6328.52325,-8.6,12.2,18038.63516,-39.2,34.6,53726,8.9,67443.52944,-11.2
2050,KEEP,2022,China,China,Travel & Leisure,71.127391,50.8,296.80211,36.6,24.0,1.771645,-33.6,0.6,-97.079497,-26.0,-32.7,1243,,,
2051,PROVENTION BIO,2022,US,US,Pharmaceuticals & Biotechnology,71.070722,11.1,12.089823,824.4,587.9,0.745359,-17.3,6.2,-120.158499,10.9,-993.9,174,112.2,330.298003,-17.2
2052,INNER MONGOLIA ERDOS RESOURCES,2022,China,China,Personal Goods,71.064776,2.6,4671.073274,-1.3,1.5,456.763284,378.2,9.8,878.230545,-26.1,18.8,21210,0.7,1004.440387,273.4
2053,EVERTZ TECHNOLOGIES,2022,Canada,RoW,Leisure Goods,71.051988,16.1,313.308604,3.1,22.7,4.529616,20.0,1.4,64.554621,-1.1,20.6,,,777.552777,12.0
2054,ELO,2022,France,EU,General Retailers,71,24.6,33485,7.7,0.2,693,17.3,2.1,,,,161476,-1.6,,
2055,TRUKING TECHNOLOGY,2022,China,China,Industrial Engineering,70.983302,14.9,857.309398,22.5,8.3,112.070375,52.7,13.1,85.151454,5.9,9.9,7792,15.0,1148.668905,-29.9
2056,SHENZHEN DESAY BATTERY TECHNOLOGY,2022,China,China,Electronic & Electrical Equipment,70.939155,34.5,2898.898608,11.6,2.4,197.272693,101.4,6.8,140.524338,5.0,4.8,11074,4.8,2038.159622,34.9
2057,KNDS,2022,Netherlands,EU,Aerospace & Defence,70.935,-12.5,3172.04,18.3,2.2,111.068,17.6,3.5,389.378,31.7,12.3,8952,3.9,,
2058,APPLIED MOLECULAR TRANSPORT,2022,US,US,Pharmaceuticals & Biotechnology,70.840082,5.8,0,,,3.892744,122.7,,-119.275318,26.2,,79,-36.8,53.978014,-95.0
2059,OSI SYSTEMS,2022,US,US,Electronic & Electrical Equipment,70.834457,1.0,1198.600739,8.0,5.9,14.823745,6.0,1.2,133.925615,11.3,11.2,6243,-0.9,1321.300074,-20.4
2060,PARADE TECHNOLOGIES,2022,US,US,Technology Hardware & Equipment,70.828784,17.3,612.3164,0.3,11.6,5.237604,-42.1,0.9,160.928698,-9.7,26.3,,,2140.825359,-50.5
2061,MERIT MEDICAL SYSTEMS,2022,US,US,Health Care Equipment & Services,70.79508,6.0,1079.112595,7.1,6.6,42.217344,61.2,3.9,82.095478,23.4,7.6,6846,6.2,3152.197495,-16.7
2062,CMGE TECHNOLOGY,2022,China,China,Software & Computer Services,70.692029,69.5,364.21899,-31.4,19.4,1.927994,97.1,0.5,-0.364099,-100.5,-0.1,1165,-0.9,648.137806,-44.1
2063,WILO,2022,Germany,EU,Industrial Engineering,70.641,-0.5,1885.7,14.2,3.7,121.217,11.9,6.4,97.042,4.9,5.1,8457,3.1,,
