World rank,Company,Country,Region,Industry-ICB3 sector name,R&D 2021 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
1209,KRAFT HEINZ COMPANY,US,US,Food Producers,123.60936,17.64705882,22993.10681,-0.546114188,0.537593119,799.04622,51.84563758,3.475155518,3131.731428,64.90004649,13.62030566,36000,-5.263157895,38874.88333,2.779116664
1210,HEIDELBERGCEMENT,Germany,EU,Construction & Materials,123.6,3,18719.9,6.327424329,0.660259937,1392.3,51.02505695,7.43753973,3076.9,-361.5077341,16.43651943,51209,-3.601144535,14547.89603,37.81954632
1211,QUECTEL WIRELESS SOLUTIONS,China,China,Mobile Telecommunications,123.592961,39.71837728,1559.007557,84.45596971,7.927669141,128.621198,68.27510324,8.250197212,48.34031,83.93972934,3.100710435,4107,35.76859504,2090.272205,1.821213354
1212,IPG PHOTONICS,US,US,Electronic & Electrical Equipment,123.232351,9.988337424,1289.828354,21.66492888,9.554166693,108.695007,40.3804042,8.427090834,311.462919,89.91892119,24.14762538,6580,8.580858086,8061.855033,6.009480582
1213,RIJK ZWAAN TOP HOLDING,Netherlands,EU,Food Producers,122.994,10.35404741,497.722,4.382968103,24.71138507,,,,73.223,5.880906935,14.71162617,3335,4.186191815,,
1214,JVC KENWOOD,Japan,Japan,Leisure Goods,122.694044,0.960560052,2180.739561,3.098947759,5.626258458,48.371031,38.45983618,2.218102146,61.806999,32.93980795,2.834221936,16585,-2.188016042,263.710186,32.48407639
1215,ZEON,Japan,Japan,Chemicals,122.678582,11.29891967,2796.428495,19.79361572,4.386973678,179.955388,-0.461814589,6.435186465,327.495923,26.80495716,11.71122107,,,2675.831883,30.82437277
1216,MA COM TECHNOLOGY SOLUTIONS,US,US,Technology Hardware & Equipment,122.588699,-1.7610892,535.864234,14.50521382,22.87682051,15.852017,2.168098567,2.958215159,71.518609,1689.308996,13.34640464,1100,4.761904762,3687.447884,75.24925124
1217,ZOGENIX,US,US,Pharmaceuticals & Biotechnology,122.469505,3.555910584,72.126061,498.7686012,169.7992422,0.073282,-87.77624874,0.101602665,-197.860619,-9.535074376,-274.3261122,327,50,730.923896,-36.92373827
1218,OBAYASHI,Japan,Japan,Construction & Materials,122.462123,15.95783689,14865.25202,8.828548191,0.823814644,448.612903,1.042990664,3.017862748,317.360967,-66.34392292,2.134918175,15470,1.329665291,5053.460397,-12.63259402
1219,HIKMA PHARMACEUTICALS,UK,Row,Pharmaceuticals & Biotechnology,121.843512,3.759398496,2254.104972,9.055958992,5.405405405,128.02398,-15.69767442,5.679592636,546.529956,0.978792822,24.24598512,8703,0.253427025,6968.459135,7.501530252
1220,VARONIS SYSTEMS,US,US,Software & Computer Services,121.739326,38.76593858,344.458671,33.29301752,35.34221555,9.261872,3.697107111,2.688819525,-87.139301,25.86112398,-25.29746188,2065,20.12798138,6514.496999,89.32176722
1221,IBIDEN,Japan,Japan,Electronic & Electrical Equipment,121.627206,-6.579181869,3101.080181,24.01433249,3.922091623,511.772776,-12.14333108,16.50304881,538.080371,101.3626107,17.35138531,,,6468.372722,78.64661654
1222,UBIQUITI NETWORKS,US,US,Technology Hardware & Equipment,121.568922,18.52269438,1493.635467,-10.87417165,8.139129305,11.89122,-26.5047762,0.79612598,408.143979,-37.7499355,27.32554147,1377,12.59198692,17954.07028,75.65131681
1223,CVENT,US,US,Software & Computer Services,121.494757,7.137296471,458.070683,4.032685087,26.52314621,4.127669,124.6516749,0.901098707,-39.346625,57.96115637,-8.589640521,4300,4.87804878,,
1224,KULICKE & SOFFA,US,US,Technology Hardware & Equipment,121.382625,11.35518624,1339.981969,143.5369785,9.058526742,20.108594,94.34252641,1.500661536,368.309097,612.9621112,27.48612336,3586,26.44569817,3840.339564,193.3100119
1225,CRITEO,France,EU,Media,121.301396,16.89242079,1990.318183,8.762738122,6.094573071,,,,141.872642,27.73560139,7.128138768,2781,7.208943716,2021.488539,183.9884632
1226,MASIMO,US,US,Health Care Equipment & Services,121.167192,15.65410205,1094.077923,8.341814264,11.07482287,22.51721,-64.84720777,2.058099293,243.529863,8.017654263,22.25891391,2200,37.5,13199.84745,21.46324395
1227,CANSINBIOLOGICS,China,China,Pharmaceuticals & Biotechnology,121.044467,124.6109873,594.476011,29405.50408,20.36153937,166.752111,317.3324363,28.05026745,249.734271,-509.2127632,42.0091419,1946,168.0440771,,
1228,UNIQURE,Netherlands,EU,Pharmaceuticals & Biotechnology,120.91291,16.24803783,462.653941,1296.817225,26.1346331,15.396428,139.8294635,3.327849746,274.252087,-352.7013728,59.27801812,463,39.45783133,1180.859213,-26.19312305
1229,POSEIDA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,120.72573,32.08462179,27.580779,,437.716897,2.325621,-84.42158002,8.432035223,-124.855165,11.74406711,-452.6890448,263,27.66990291,475.547721,-7.214604511
1230,AVERY DENNISON,US,US,Chemicals,120.607418,21.09929062,7423.889869,20.6096249,1.624585226,225.14562,26.6137045,3.032717672,936.782364,23.78952287,12.61848412,36000,12.5,16493.90105,93.97345329
1231,OPPEIN HOME GROUP,China,China,General Retailers,120.207391,30.55666482,2772.263136,38.94169214,4.336074359,171.139843,-35.00054481,6.173290002,413.940478,28.23852174,14.93150028,24660,23.16451903,13043.99962,58.40787019
1232,HUIZHOU DESAY SV AUTOMOTIVE,China,China,Electronic & Electrical Equipment,120.110876,17.99341108,1283.641962,40.33070112,9.357038766,93.626478,56.43404446,7.293815626,133.76609,66.31306442,10.42082559,5342,24.34823091,6716.215232,468.5655208
1233,GARRETT MOTION,US,US,Automobiles & Parts,120.077664,22.52252252,3207.662892,19.74291365,3.743462703,63.570528,-10,1.981833196,432.63276,110.3004292,13.48747592,8700,38.0952381,,
1234,XINFENGMING GROUP,China,China,Personal Goods,119.90279,54.78563921,5697.119084,42.95417552,2.104621445,872.243092,4.129947602,15.31024855,442.375082,263.567482,7.764890912,14331,36.86371884,3494.700081,90.79430785
1235,RAMBUS,US,US,Technology Hardware & Equipment,119.793362,-2.974177155,289.86748,33.28245134,41.32694085,12.177287,-53.60602988,4.200984188,26.44269,-171.7083675,9.122337559,690,10.75441413,2288.323166,69.66444644
1236,SOMFY,France,EU,Electronic & Electrical Equipment,119.71,15.78713197,1477.834,17.55636658,8.100368512,54.951,7.990566965,3.718347257,303.232,16.12122512,20.51867801,6878,5.847953216,6097.600113,57.85440677
1237,KARL STORZ,Germany,EU,Health Care Equipment & Services,119.594469,15.5558141,1763.448466,-6.996225112,6.781852223,51.590646,-40.43982084,2.925554503,211.590975,16.29260456,11.99870476,7482,1.478367015,,
1238,COGNEX,US,US,Electronic & Electrical Equipment,119.523187,3.351605263,915.678714,27.8757614,13.05296117,13.64559,16.17680826,1.490215923,278.210235,72.16187847,30.38295319,2257,9.829683698,13826.40386,30.79097059
1239,ADVA,Germany,EU,Technology Hardware & Equipment,119.22,4.129546169,603.317,6.789708261,19.76075595,15.899,16.49325909,2.635264712,45.295,64.87096422,7.50766181,1973,5.50802139,707.963645,96.76331215
1240,CHINA AEROSPACE TIMES ELECTRONICS,China,China,Aerospace & Defence,119.129642,55.61441597,2186.397518,14.56402111,5.448672578,62.47286,-1.184472978,2.857342248,135.185471,8.560963175,6.183023439,15648,0.974382138,2973.624363,1.544400051
1241,CSG SYSTEMS INTERNATIONAL,US,US,Software & Computer Services,118.921916,9.641261269,923.968487,5.648877874,12.87077619,23.452227,-9.643839435,2.538206371,113.946639,16.38829789,12.33230793,5200,8.175577283,1393.712718,12.08030883
1242,ASR MICROELECTRONICS,China,China,Electronic & Electrical Equipment,118.761373,-57.08760428,295.806705,97.7448566,40.14830326,31.053134,128.1890649,10.49777895,-77.907398,-75.86051868,-26.33726575,1023,11.92560175,,
1243,RADIUS HEALTH,US,US,Pharmaceuticals & Biotechnology,118.73297,-15.52421654,203.048681,-3.633849018,58.47512499,0.024721,,0.012174913,-47.957782,-34.09890604,-23.61885916,293,-5.483870968,578.411252,13.86712171
1244,FARFETCH,UK,Row,Personal Goods,118.698536,20.28523904,1992.413361,34.80962676,5.957525598,25.475889,7.507731952,1.278644758,-420.526106,-23.16559896,-21.1063685,6464,18.80169087,11507.32295,58.46945938
1245,AGENUS,US,US,Pharmaceuticals & Biotechnology,118.476039,25.7577177,261.049724,235.3351478,45.38447204,29.855192,875.5916416,11.43659206,32.869494,-132.0892302,12.59127705,441,22.84122563,1269.924931,80.03885562
1246,KELLOGG,US,US,Food Producers,118.311816,-0.740740741,12520.74524,2.984749455,0.94492631,488.256972,9.504950495,3.89958395,1594.560744,0.110864745,12.73535012,31000,0,19003.25885,-11.4873446
1247,UPSTART,US,US,Financial Services,118.310933,245.3404466,707.464928,250.5139989,16.72322236,7.4404,521.9187838,1.051698778,83.672058,1263.750363,11.82702558,1497,170.2166065,15732.00404,
1248,YOKOHAMA RUBBER,Japan,Japan,Automobiles & Parts,118.256618,8.297345064,5185.827559,17.56780915,2.280380839,277.764287,16.65584382,5.356219115,562.524865,110.1273503,10.84734999,27222,-0.110083664,2460.24809,13.00421434
1249,TAISEI,Japan,Japan,Construction & Materials,117.94739,7.405842718,11930.33564,4.263039802,0.988634298,102.277248,3.968566005,0.857287264,736.233842,-26.85146784,6.171107537,,,5980.04431,-6.002728511
1250,CHINA HONGQIAO GROUP,China,China,Industrial Metals & Mining,117.90467,21.01438016,15868.20287,32.90547116,0.74302472,831.469117,13.88598542,5.239844257,3488.517629,56.52485961,21.98432713,42650,0.482977971,11660.85659,140.3235678
1251,HANKOOK TIRE & TECHNOLOGY,South Korea,RoW,Automobiles & Parts,117.845764,4.669560885,5313.569098,10.66259707,2.217826885,252.143121,6.05599625,4.745268507,477.842178,2.215979892,8.99286655,,,4295.253538,57.96610174
1252,TOYO SEIKAN,Japan,Japan,General Industrials,117.692277,0.981693126,6351.277962,9.728685071,1.853048752,365.461423,-26.19664666,5.754139957,246.230735,34.46048651,3.876869135,19758,1.053600655,2402.586351,29.17369314
1253,FONTERRA CO-OPERATIVE,New Zealand,RoW,Food Producers,117.023472,30.20134258,12742.28775,0.710369486,0.918386669,266.017274,24.2253524,2.087672789,585.11736,5.664488169,4.591933345,,,3046.115153,-21.68879824
1254,YADEA GROUP HOLDINGS,China,China,Industrial Engineering,116.932961,39.40045422,3737.64304,39.29283693,3.128521364,132.318019,68.68208658,3.540145958,,,,9174,12.09677419,,
1255,ALTERYX,US,US,Software & Computer Services,116.916796,30.95720806,473.366458,8.242749943,24.69900307,28.931653,24.31899385,6.111893336,-120.311638,3387.714403,-25.41617302,2000,36.1470388,3884.744552,-31.93571315
1256,SHAANXI CONSTRUCTION ENGINEERING,China,China,Food Producers,116.881664,43.99545529,21962.54933,24.90398159,0.532186233,130.502803,-34.18862199,0.594206078,1281.514207,45.70420192,5.834997511,31856,0.466759177,485.110033,22.52873648
1257,SINOSOFT,China,China,Software & Computer Services,116.678221,8.815255654,863.754387,8.516849029,13.50826378,10.743138,11.03742015,1.243772323,84.106189,28.29296877,9.737280674,19437,6.644354219,,
1258,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,116.648609,44.16369464,9488.428336,11.87617601,1.229377563,173.928848,43.17315532,1.833062778,607.549534,26.0213282,6.403057624,25437,1.068817546,494.475272,-2.167480914
1259,CLOROX,US,US,Household Goods & Home Construction,116.545968,-11.40939597,6274.940868,-3.187576624,1.857323765,,,,629.524812,-19.79752531,10.03236246,,,18222.43678,-26.69827367
1260,MERSANA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,116.51948,99.32636557,0.037965,-94.8068629,306912.8935,0.572134,36.99772283,1507.003819,-149.08878,91.6445358,-392700.5927,169,53.63636364,882.604438,-23.74026048
1261,TAYSHA GENE THERAPIES,US,US,Pharmaceuticals & Biotechnology,116.495641,313.7052025,,,,13.512268,18563.61138,,-152.981592,302.9277779,,178,368.4210526,673.862013,
1262,NEUSOFT,China,China,Software & Computer Services,116.425845,7.099709405,1197.325413,14.58368119,9.723826433,41.318248,-10.65891863,3.450878729,50.112284,155.9034689,4.185352074,17919,4.967488724,1656.799531,-20.08360177
1263,CERIDIAN HCM HOLDING,US,US,Software & Computer Services,116.28109,68.19923305,904.29076,21.56676547,12.85881656,56.242258,251.9337055,6.219488298,-48.031065,-1166.666748,-5.311462543,7462,24.90793438,14865.76081,44.15172378
1264,GREEN CROSS HOLDINGS,South Korea,RoW,Pharmaceuticals & Biotechnology,116.267533,1.397108605,1369.520785,7.051192022,8.489650853,105.536356,4.514908803,7.706079174,64.172505,21.93093556,4.685763495,,,1212.496981,26.00000004
1265,CHUNGHWA TELECOM,Taiwan,RoW,Fixed Line Telecommunications,116.191522,-4.285222708,6711.304866,1.381900604,1.731280642,1126.629772,50.28411605,16.78704506,1457.846961,11.37054675,21.72225804,,,27703.66367,3.225806452
1266,SINGAPORE TECHNOLOGIES ENGINEERING,Singapore,RoW,Construction & Materials,116.08847,-5.093398434,5024.942766,7.467974879,2.310244622,203.822388,55.78504447,4.056213125,420.256669,11.84011765,8.363412054,22405,,7694.645354,11.16359733
1267,BEIJING NEW BUILDING MATERIALS,China,China,Construction & Materials,116.052743,30.32514631,2874.510125,25.10786065,4.03730507,225.627247,20.64250212,7.849241686,535.884723,13.4308869,18.64264517,13590,4.812586765,7750.76993,0.914631846
1268,MIRUM PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,116.040935,61.05385638,16.897399,,686.7384442,0.02119,-89.3333736,0.125403916,-153.110499,66.27003936,-906.1187405,137,101.4705882,437.826371,-24.79355726
1269,SHANDONG LINGLONG TYRE,China,China,Automobiles & Parts,115.681879,20.67553019,2519.222334,0.919175091,4.591967824,677.593443,99.6078819,26.89692902,158.690703,-60.48089549,6.299194035,18507,5.905579399,5625.159046,42.9784885
1270,OPENDOOR,US,US,Real Estate Investment & Services,115.663044,170.8178331,7081.933404,210.530391,1.633212816,29.136492,90.30044508,0.411420022,-501.500832,264.1025641,-7.081411295,2816,168.7022901,9465.19908,2313.272625
1271,AUTOLUS THERAPEUTICS,UK,Row,Pharmaceuticals & Biotechnology,115.633024,-1.168924045,1.330566,-12.12827249,8690.513962,7.820057,-39.67032775,587.7240964,-144.492278,-2.672098146,-10859.45966,324,-13.82978723,441.23379,-34.80020649
1272,RISEN ENERGY,China,China,Electronic & Electrical Equipment,115.606217,3.860897596,2470.411761,13.35230564,4.679633526,560.756253,352.9515765,22.69889829,-85.884123,-183.0079089,-3.476510449,10760,25.78910451,3080.381053,120.4804383
1273,VERINT SYSTEMS,US,US,Software & Computer Services,115.531488,-48.20100317,772.124984,5.331184565,14.96279623,14.976156,-39.16069198,1.939602566,44.36075,-14.43922291,5.745281,4400,-30.15873016,2578.126087,-6.122811262
1274,TELEFLEX,US,US,Health Care Equipment & Services,115.522659,9.264532879,2480.630602,10.73670677,4.656987578,63.233251,-21.03336473,2.549079696,487.318423,15.73796619,19.64494119,14000,0,16341.13764,1.255592078
1275,HERON THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,115.505,-25.04512056,76.236955,-2.585798678,151.5078875,2.668196,-55.64362638,3.499872208,-192.325569,-4.529656176,-252.2734139,302,35.42600897,1050.04717,-8.462426316
1276,PRADA,Italy,EU,Personal Goods,115.319,12.80127553,3365.667,38.91991667,3.426334215,,,,489.484,2339.978067,14.54344711,12572,-5.693496362,13327.1823,51.31579138
1277,VENUSTECH,China,China,Software & Computer Services,115.161654,30.029459,598.308797,20.10466722,19.2478624,63.789956,100.4966121,10.6617112,126.562465,1.589429421,21.15336857,6587,22.41219104,3000.440071,-20.50401659
1278,CHONG KUN DANG PHARMACEUTICAL,South Korea,RoW,Pharmaceuticals & Biotechnology,115.073072,7.832111225,999.714147,3.112330537,11.51059754,38.576324,40.81385828,3.858735431,70.507942,-23.54216262,7.052810267,,,1096.74747,-30.20405142
1279,LANXESS,Germany,EU,Chemicals,115,6.481481481,7642,21.1861719,1.504841664,479,5.043859649,6.267992672,373.8,47.16535433,4.891389689,14866,0.745459474,5393.783538,23.73119797
1280,LARGAN PRECISION,Taiwan,RoW,Leisure Goods,114.84995,-5.072428281,1497.444269,-16.05535623,7.66973118,188.420573,2.400467926,12.58281039,739.097689,-27.66339372,49.35727521,,,11462.87252,-20.82717873
1281,BETTA PHARMACEUTICALS,China,China,Pharmaceuticals & Biotechnology,114.483696,15.23692023,303.614894,20.55281267,37.70687745,105.11056,10.57802289,34.6196982,52.864007,-11.32530705,17.41153285,1677,14.39290587,4222.620345,-41.9526461
1282,SUZHOU GOLD MANTIS CONSTRUCTION DECORATION,China,China,Construction & Materials,114.424927,-12.37200686,3494.219546,-18.83009712,3.274691973,8.942197,-58.87444759,0.255914,91.431642,-79.77123396,2.616654185,14493,-4.057990203,2596.076049,-31.58857048
1283,HYUNDAI DOOSAN INFRACORE,South Korea,RoW,Industrial Engineering,114.360459,-40.69303489,3418.04922,15.18418651,3.345781516,116.254014,-50.53505606,3.401180221,196.814672,0.023888579,5.758099411,,,689.830204,-44.92085912
1284,MAKITA,Japan,Japan,Household Goods & Home Construction,114.259843,9.554518079,5715.002156,21.52265791,1.999296586,463.355361,20.22264572,8.107702296,709.122254,3.689636416,12.40808375,20233,25.38266097,13681.11438,28.97959184
1285,BUCHER INDUSTRIES,Switzerland,RoW,Industrial Engineering,114.247095,5.44642852,3072.772864,15.89739847,3.718045559,69.167378,3.623188731,2.250975945,340.22611,72.74066859,11.07228308,13562,7.652008255,4590.92426,37.06335601
1286,VONTIER,US,US,Electronic & Electrical Equipment,114.162073,2.45641894,2640.560806,10.57827404,4.323402542,42.203767,33.89356019,1.598288019,525.604657,25.8296344,19.90503895,8500,1.19047619,5420.4307,
1287,DORMAKABA,Switzerland,RoW,Support Services,114.05362,5.173951549,2418.149581,-1.578864466,4.71656596,45.079717,-21.81208092,1.864223676,265.351214,8.333333401,10.97331679,14998,-1.257488972,2372.794339,-12.50936328
1288,GLORY,Japan,Japan,Industrial Engineering,113.973807,0.088255098,1751.484347,4.203327183,6.507269517,37.176968,-1.374076218,2.122597788,78.675401,-24.91515408,4.491927155,,,1126.607474,3.339350146
1289,KOREA AEROSPACE INDUSTRIES,South Korea,RoW,Aerospace & Defence,113.950472,-59.92080623,1906.541169,-9.304059565,5.976816753,200.334451,-41.68877297,10.50774325,43.349616,-58.24422007,2.273730917,,,2382.583186,46.32516707
1290,KANZHUN,China,China,Software & Computer Services,113.925248,60.1178116,590.306155,119.0504945,19.2993495,36.020344,88.03930078,6.101976694,-143.631765,9.674517475,-24.33174104,4840,,11018.41643,
1291,RSA INSURANCE,UK,Row,Nonlife Insurance,113.867519,-19.32773123,4090.927854,-47.31133516,2.783415476,15.419559,-43.47826246,0.376920825,-180.290238,-129.4573642,-4.407074493,8593,-31.92045635,,
1292,HUADONG MEDICINE,China,China,Pharmaceuticals & Biotechnology,113.806614,4.073613262,4745.659674,2.458848492,2.398120005,113.524838,-44.39213213,2.392182453,419.54108,-6.660191142,8.840521841,,,7457.28464,9.977161631
1293,POWERSCHOOL,US,US,Software & Computer Services,113.597001,29.31303041,493.19958,28.44640462,23.03266377,3.5211,43.91914925,0.713930048,11.491255,-47.85239547,2.329940143,3099,18.96353167,6043.493999,
1294,SHANGHAI MECHANICAL & ELECTRICAL INDUSTRY,China,China,Industrial Engineering,113.518269,5.523588758,3373.580061,5.391034378,3.364919965,22.795056,-39.7174069,0.675693346,236.92547,-1.6645938,7.022968648,4375,3.869895537,240.367099,-2.251556056
1295,HUYA,China,China,Software & Computer Services,113.495317,11.52464858,1573.286466,4.004553991,7.213900294,5.47226,-27.4342998,0.347823497,-4.181636,-104.1617689,-0.265789867,2067,-0.385542169,799.837636,82.85422085
1296,HANMI PHARM,South Korea,RoW,Pharmaceuticals & Biotechnology,113.466351,-29.33825517,895.265034,11.83544376,12.67405145,25.614862,-40.48195632,2.86114849,93.319303,156.0744049,10.42365104,,,2777.043662,2.818280853
1297,ORION OYJ,Finland,EU,Pharmaceuticals & Biotechnology,113.4,-4.785894207,1041,-3.441239217,10.89337176,47,38.23529412,4.514889529,239.8,-13.92677674,23.03554275,3355,1.328903654,3664.591251,-11.97852302
1298,SERES THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,113.285329,123.7067375,127.959526,336.3299793,88.53215743,8.44605,1518.612593,6.600563681,-56.942417,-26.82060649,-44.50033443,333,114.8387097,519.085169,-70.89652088
1299,KARUNA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,113.190856,195.3372706,32.636402,,346.8239422,2.712342,633.1743908,8.310787445,-127.631078,101.2852307,-391.0696957,118,87.3015873,3102.280113,72.7917618
1300,LYELL,US,US,Pharmaceuticals & Biotechnology,113.052237,-26.61745575,9.40314,37.31305011,1202.281759,57.835053,27.23917533,615.0610647,-221.545938,18.39508915,-2356.084648,219,16.4893617,3337.538949,
1301,CHONGQING ZHIFEI BIOLOGICAL PRODUCTS,China,China,Pharmaceuticals & Biotechnology,112.814754,74.57828262,4226.36595,102.1440228,2.6693087,267.786092,133.6333392,6.336083888,1706.253956,195.2183815,40.37165679,4800,42.01183432,22616.1117,34.09875846
1302,NSK,Japan,Japan,Industrial Engineering,112.736894,11.23569817,6688.3445,15.73213619,1.685572476,278.792471,6.704737072,4.168333001,150.864739,182.2125815,2.255636488,30577,0.655079334,3290.026197,-5.043050442
1303,FUJITSU GENERAL,Japan,Japan,Construction & Materials,112.729163,3.176961491,2196.510202,7.035546902,5.132193918,35.213368,-17.22696762,1.603150669,65.278086,-54.93649297,2.971899968,,,2324.537403,-0.807019652
1304,VONAGE HOLDINGS,US,US,Mobile Telecommunications,112.701716,3.504589064,1244.053159,12.90781396,9.059236351,7.942784,-14.89925042,0.638460177,8.861025,-46.514601,0.712270608,2082,-5.277525023,3135.395287,26.30499145
1305,UNIGROUP GUOXIN MICROELECTRONICS,China,China,Electronic & Electrical Equipment,112.311351,45.52457077,727.483971,63.08381695,15.43832654,58.707432,-23.07883745,8.069927908,288.676398,93.45560888,39.68147884,2066,8.794102159,18813.99622,78.7604113
1306,ADEKA,Japan,Japan,Chemicals,112.249859,4.123341446,2806.509337,10.99241777,3.999625354,84.110087,-15.84158419,2.996964446,268.92809,23.0396493,9.582298069,,,1928.491347,55.17707842
1307,HITHINK ROYALFLUSH INFORMATION NETWORK,China,China,Electronic & Electrical Equipment,112.206051,41.041685,482.505686,23.56486377,23.25486606,32.757056,-36.13633957,6.788947146,266.450701,15.79411795,55.22229245,4750,17.05273534,4361.322175,-30.30723285
1308,UPL,India,RoW,Chemicals,111.698605,3.638368242,5462.655927,19.66005518,2.044767353,240.270829,24.89190912,4.398425092,925.79131,20.51044083,16.9476409,5456,4.761904762,6730.414483,46.52632823
1309,ORTHO CLINICAL DIAGNOSTICS,UK,Row,Pharmaceuticals & Biotechnology,111.425008,11.78033645,1803.637147,15.66074062,6.177795139,51.562761,32.42630367,2.858821193,165.19508,830.8457899,9.158997433,4800,,4243.452748,
1310,CHINA OILFIELD SERVICES,China,China,"Oil Equipment, Services & Distribution",111.33125,19.4138044,4042.68965,0.840661536,2.753890594,510.968287,-11.07133746,12.63931519,215.811329,-62.61521408,5.338310573,14858,1.150520798,1394.431554,11.65845682
1311,PROTAGONIST THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,111.253721,69.12195048,24.154151,-4.439711781,460.5987642,0.972099,133.7579985,4.0245629,-111.11157,95.06014144,-460.0102483,118,49.36708861,2036.201793,179.7137244
1312,GOODRX,US,US,Software & Computer Services,111.124814,103.6042474,658.152739,35.35936088,16.88435031,4.035845,-77.75993986,0.613207962,11.836479,-104.8621966,1.798439526,774,63.63636364,2532.073689,
1313,HAISCO PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,111.004751,16.73315878,379.560855,-16.62962277,29.24557407,97.426416,16.82208124,25.66819384,16.388368,-72.99767413,4.317718169,4247,12.77217207,1109.557444,-36.0748926
1314,FORMA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,110.949112,34.58823706,,,,3.689739,1578.313653,,-153.616415,40.14289362,,166,55.14018692,1005.43763,-36.95714873
1315,17 EDUCATION & TECHNOLOGY,China,China,General Retailers,110.900903,30.15648203,302.769863,68.7707781,36.62877867,17.928468,44.5253854,5.921483672,-204.22205,10.44661791,-67.45124762,1459,-53.77059569,164.59136,
1316,HUBEI XINGFA CHEMICALS,China,China,Chemicals,110.839141,132.1162625,3153.320433,27.59867405,3.51499771,185.226932,44.5787586,5.874028217,845.887594,372.5054461,26.82529771,11779,2.079902938,5662.838875,373.52657
1317,MOOG,US,US,Aerospace & Defence,110.831683,13.22599499,2518.093067,-1.12880534,4.401413294,113.662338,45.81804228,4.513825938,210.41315,35.14613998,8.356051361,14000,10.9086588,2053.419265,28.56937126
1318,ROCKET PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,110.785771,17.94852546,,,,6.811758,-73.45056813,,-147.667273,24.5303539,,151,65.93406593,1946.089867,56.19507878
1319,AMR GP,UK,Row,Travel & Leisure,110.664995,43.09816007,205.239086,185.0501648,53.9200389,19.816506,77.52629658,9.655327543,-46.945443,97.94448744,-22.8735393,457,12.28501229,,
1320,SHIJIAZHUANG YILING PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,110.523213,14.20509858,1382.135582,15.44957598,7.996553626,93.353856,-41.16253021,6.754319708,231.074421,16.33837706,16.71865076,15155,-10.38907285,3261.15062,-16.55800734
1321,RECURSION,US,US,Pharmaceuticals & Biotechnology,110.336363,108.6051477,8.9864,156.8905111,1227.814954,35.138609,582.5245434,391.0198633,-161.376434,116.0078007,-1795.78512,400,85.18518519,3540.853764,
1322,LUMIRADX,UK,Row,Electronic & Electrical Equipment,110.092676,17.78525075,372.088895,202.8522567,29.58773494,93.895435,65.18227316,25.23467813,-128.379798,44.36214882,-34.50245351,1513,,,
1323,BELDEN,US,US,Electronic & Electrical Equipment,110.065305,1.863881283,2126.169284,29.27896686,5.176695281,80.330191,0.850191584,3.778165342,131.071833,7.833337849,6.164694128,,,2267.225284,71.126764
1324,ASAHI GROUP,Japan,Japan,Beverages,110.038877,7.923269029,17286.44748,10.27309911,0.636561544,624.664284,0.034664065,3.613607046,1397.850904,35.61892477,8.086397775,30020,0.569514238,20044.29351,35.96701202
1325,DENKA,Japan,Japan,Chemicals,110.015685,-3.426981702,2975.154701,8.594462035,3.697813931,288.780544,1.430976301,9.706404306,302.703547,12.74077928,10.17438007,6358,0.110218863,2642.552974,29.44332665
1326,FRESHWORKS,US,US,Software & Computer Services,109.930218,72.90237459,327.584228,48.61150656,33.55784821,4.913472,26.96785797,1.49991104,-180.806942,264.9522408,-55.1940315,,,,
1327,EPIZYME,US,US,Pharmaceuticals & Biotechnology,109.894018,16.72371641,33.045196,137.4508287,332.5567141,0.429101,-44.77272698,1.298527629,-210.128848,5.579018247,-635.8831946,250,-17.76315789,465.837317,-60.00602604
1328,CHINA AVIONICS SYSTEMS,China,China,Aerospace & Defence,109.77401,24.57370782,1339.87764,12.29412188,8.192838415,113.703768,-6.850426035,8.486130719,144.299946,-1.457399847,10.7696361,11294,1.400610523,5205.9596,18.64022382
1329,COHERENT,US,US,Electronic & Electrical Equipment,109.717433,7.517000813,1313.321196,21.03085516,8.35419647,72.896854,27.17848393,5.550573174,132.468619,-135.0891061,10.08653629,5085,4.307692308,5473.521768,126.8552784
1330,SHANGHAI ZHENHUA,China,China,General Industrials,109.697134,6.943045783,3541.971647,14.64928207,3.097064148,175.382463,-22.78955926,4.951549038,74.708559,-61.45246498,2.109236506,8250,-5.194208228,455.398347,5.999994097
