NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Voltalia,"Uses hydroelectric, wind, and biomass to generate electricity in France, Guyana, and Brazil",Europe,France,Marseille,43.4775104,5.3711578,15.0,solar energy;wind energy;outside tech,energy,clean energy,late growth,Korys;Creadev;Proparco,family_office;family_office;investment fund,Marseille
PELLENC Selective Technologies,Leader in optical sorting solutions for waste treatment and the recycling industries,Europe,France,Marseille,43.678099,5.504859,6.3,waste reduction;recycling;mechanical solutions;sustainable development goals;climate tech,energy,waste solution,late growth,ACG Management;Sofipaca,venture_capital;private_equity,Marseille
Terradona,Incentive system to reduce wastes,Europe,France,Marseille,43.469715,5.599404,1.4,sustainable development goals;smart cities;climate tech,energy,waste solution;energy efficiency,early growth,Caisse des depots;EDF Ventures;Paca Emergence,government;venture_capital;investment fund,Marseille
CVE,"We develop, finance, build and operate solar power, hydro and andanaerobic digestion (AD) plants",Europe,France,Marseille,43.3174701,5.3599355,100.0,solar energy;hydropower,energy,energy providers;clean energy,late growth,Intermediate Capital Group,private_equity,Marseille
SP3H,"Sensors that measure the fuel quality in real time, helping reduce pollutant emissions",Europe,France,Marseille,43.490926,5.33046,5.95,bus;sustainable development goals;climate tech,energy,waste solution;energy efficiency,early growth,European Innovation Council;Truffle Capital,"government;private_equity,venture_capital",Marseille
DualSun,New generation hybrid solar panel that provides both electricity (photovoltaic) and hot (thermal) water for buildings,Europe,France,Marseille,43.296379,5.418801,5.2,solar energy;sustainable development goals;climate tech,energy,clean energy;energy providers,early growth,Noria Invest;Opalic;Région Sud Investissement;Provence Business Angels;Bpifrance;Turenne Capital,venture_capital;investment fund;venture_capital;angel_fund;venture_capital;venture_capital,Marseille
Sunpartner Technologies,French company innovating in the field of solar energy,Europe,France,Marseille,43.5303877,5.4190092,34.0,solar energy;sustainable development goals;climate tech,energy,clean energy,late growth,NTT DOCOMO Ventures;Sigma Gestion;Omnes Capital;Région Sud Investissement;Starquest Capital;Turenne Investissement;A Capital;SPDG;European Investment Bank;Gravitation;Credit Agricole Entreprises;ACG Equity Partners,"corporate_venture_fund;private_equity,venture_capital;private_equity,venture_capital;venture_capital;venture_capital;crowdfunding;private_equity,venture_capital;family_office;government & non-profit;venture_capital;corporate_venture_fund;private_equity,venture_capital",Marseille
HySiLabs,HySiLabs delivers a hydrogen transportation solution: an innovative hydrogen liquid carrier,Europe,France,Marseille,43.4909347,5.3317781,6.64,vivatech2019;hydrogen;sustainable development goals;eicfund;climate tech,energy,clean energy,early growth,European Innovation Council;Région Sud Investissement;Bpifrance;EIT InnoEnergy;Turenne Capital;Rhone-Alpes Creation;EIT Climate-KIC;Greentech Verte;EIC Fund (European Innovation Council Fund),government;venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;accelerator;venture_capital;venture_capital,Marseille
Ideol,Manufactures foundations for the offshore wind industry,Europe,France,Marseille,43.209178,5.5985,40.78,wind energy;sustainable development goals;climate tech,energy,clean energy,late growth,Région Sud Investissement;Tertium;Sofimac Régions;Kerogen Capital;Undi Private Equity;Demeter Partners;Soridec;Conseil Plus Gestion;Amundi Private Equity Funds;European Innovation Council;Sofimac Innovation;Dominique Michel;HPC Capital;Paca Investissement;CPG Partners;Io Group,"venture_capital;venture_capital;venture_capital;private_equity,venture_capital;private_equity,venture_capital;private_equity,venture_capital;venture_capital;private_equity,venture_capital;private_equity,venture_capital;government;venture_capital;angel;investment fund;investment fund;investment fund;corporate",Marseille
Pytheas Technology,Innovative and patented Power Take Off (PTO) dedicated to renewable energy,Europe,France,Marseille,43.486821,5.495122,1.0,marine;sustainable development goals;hydropower;climate tech;esa;space tech;esa sme;space upstream;propulsion systems;space vehicles components and payloads,energy;space,clean energy,early growth,Région Sud Investissement;Crédit Agricole;Banque Populaire Occitane;Provepharm;iXblue;Turenne Capital,venture_capital;corporate;investment fund;corporate;corporate;venture_capital,Marseille
H2p systems,Waste heat regeneration technology,Europe,France,Marseille,43.4503782,5.4565046,1.39,automotive;sustainable development goals;climate tech,energy;transportation,waste solution,early growth,European Innovation Council,government,Marseille
Glass to Power,Innovative technology for luminescent solar concentrators,Europe,Italy,Milan,45.512299,9.21257,2.5,drones;sustainable development goals;climate tech,energy,clean energy,early growth,CrowdFundMe;UniCredit Start Lab FinTech Accelerator;Italian Business Angel Network,crowdfunding;accelerator;angel_fund,Milan
Evolvere,A company specialized in the sustainable electricity production sector through small photovoltaic plants,Europe,Italy,Milan,45.485447,9.198569,2.0,sustainable development goals;solar energy;climate tech,energy,clean energy,late growth,Oltre Impact,"private_equity,venture_capital",Milan
Circular Materials,Developed and patented a technology to treat wastewaters to precipitate heavy metals,Europe,Italy,Milan,45.5796973,9.4341112,1.5,sustainable development goals;wastewater treatment;climate tech,energy,waste solution;water,early growth,A2A,corporate,Milan
Energydome,Developed a revolutionary technology for large scale and long duration energy storage,Europe,Italy,Milan,45.5967722,8.7547313,10.0,sustainable development goals;lithium ion batteries;climate tech,energy,energy storage,early growth,Plug and Play;Third Derivative;Barclays;360 Capital Partners;Novum Capital;A2A,"venture_capital;accelerator;corporate;venture_capital;private_equity,venture_capital;corporate",Milan
Italvolt,"Building the first battery gigafactory in Italy, with a capacity up to 45 Gwh",Europe,Italy,Milan,45.4651742,9.1884381,3.64,sustainable development goals;lithium ion batteries;ev battery;climate tech,energy;transportation,energy storage,seed,Lars Carlstrom,angel,Milan
Zehus,Smartly manages the electric power,Europe,Italy,Milan,45.490443,9.212074,5.42,bike;battery;sustainable development goals;electric vehicle;micromobility;climate tech,energy;transportation,mobility;clean energy,early growth,CDP Venture Capital;Vittoria Industries;European Innovation Council;M31 Italia Srl,venture_capital;corporate;government;venture_capital,Milan
Termo,"An innovative company specializing in the sale, installation and replacement of heating and air conditioning products",Europe,Italy,Milan,45.5038433,9.1371309,17.82,rome startup;sustainable development goals;climate tech,real estate;energy,energy efficiency,late growth,ePRICE;Supernova Hub;Ad4Ventures;Fondo Italiano d'Investimento,"corporate;accelerator;corporate_venture_fund;private_equity,venture_capital",Milan
Garbo ( ChemPET ),Industrial scale PET chemical recycling plant based on innovative glycolysis process,Europe,Italy,Milan,45.4082603,8.7861878,1.85,recycling;waste reduction;innovation radar;sustainable development goals;chemistry;climate tech,energy,waste solution,early growth,European Innovation Council,government,Milan
Itsworld Sicilia,Itsworld Sicilia operates a digital system that monitors photovoltaic facilities in Italy,Europe,Italy,Milan,45.4642035,9.189982,2.0,solar energy,energy,energy efficiency,mature,Principia SGR,venture_capital,Milan
Aton Storage,Engineering and production of electricity storage systems from renewable sources,Europe,Italy,Modena,44.5325046,11.0164852,1.5,sustainable development goals;climate tech,energy,energy storage;clean energy,early growth,Intesa Sanpaolo;Enel,corporate;corporate,Milan
Arkolia Energies,Turnkey construction of electric power plants for renewable energies,Europe,France,Montpellier,43.649001,4.0411979,15.0,wind energy;solar energy;sustainable development goals;climate tech,real estate;energy,clean energy,late growth,Bpifrance;Irdi Soridec Gestion;Alain PLANCHOT,venture_capital;venture_capital;angel,Montpellier
Bulane,"Bulane created a new generation of industrial flame, clean and efficient, created from water and electricity",Europe,France,Montpellier,43.561537,3.794109,5.5,hydrogen;sustainable development goals;climate tech,energy,clean energy;water,early growth,Sofilaro Capital;Irdi Soridec Gestion;Sofimac Régions;BNP Paribas;Bpifrance;Sofimac Innovation;EIT Climate-KIC;Crealia,corporate_venture_fund;venture_capital;venture_capital;corporate;venture_capital;venture_capital;accelerator;accelerator,Montpellier
Enerfip,Crowdinvesting for the Green Energy Transition,Europe,France,Montpellier,43.6095215,3.8802302,1.2,crowdfunding;private equity;sustainable development goals;climate tech,fintech;energy,banking;mortgages & lending;financial management solutions;energy efficiency;clean energy;wealth management,early growth,Sofilaro Capital;Le Village by CA,corporate_venture_fund;accelerator,Montpellier
Urbasolar,"Engineering, building and operating for professional photovoltaic plants. ",Europe,France,Montpellier,43.610994,3.913629,4.0,solar energy;innovation management;sustainable development goals;parking;climate tech,energy,clean energy,late growth,Omnes Capital;Omnes Capital,"private_equity,venture_capital;venture_capital",Montpellier
Mint Energie,Cheap electricity supplier ,Europe,France,Montpellier,43.616342,3.914681,2.0,oil & gas;supply chain management;sustainable development goals;climate tech,telecom;energy,energy providers,seed,L1 Capital;Budget Telecom Group,investment fund;corporate,Montpellier
Comwatt,Optimizing the consumption of solar-generated renewable energy,Europe,France,Montpellier,43.606297,3.920402,2.3,solar energy,energy,clean energy;energy efficiency,early growth,Bpifrance;Soridec;Caisse d'Epargne;Wiseed;Melies Business Angels,venture_capital;venture_capital;corporate;crowdfunding;angel_fund,Montpellier
IONITY,High-power charging station network for electric vehicles,Europe,Germany,Munich,48.1866646,11.5442312,750.0,automotive;ev charging infrastructure;ev charging hardware;became $1b as subsidiary;sustainable development goals;ev charging;climate tech,energy;transportation,,late growth,Daimler;Ford Motor Company;Volkswagen Group;BlackRock;BMW;Porsche;Audi;Hyundai Motor Company;Kia Motors,"corporate;corporate;corporate;private_equity,venture_capital;corporate;corporate;corporate;corporate;corporate",Munich
Tado,The intelligent climate control that uses your smartphone,Europe,Germany,Munich,48.1685433,11.5370339,139.95,smart home;smart building;techscale200;cooling tech;sustainable development goals;geopositioning;risk management;building cooling;climate tech;spac ipo announced;spac target,energy,energy efficiency,late growth,Target Partners;Shortcut Ventures;Siemens Venture Capital;Statkraft Ventures;BayBG Bayerische Beteiligungsgesellschaft mbH;Inven Capital;Next47;Amazon;TotalEnergies Carbon Neutrality Ventures;E.ON;Energy Innovation Capital;European Investment Bank;LMU Entrepreneurship Center;Future Energy Ventures;Noventic;EIT Climate-KIC;GFJ ESG Acquisition I SE,"venture_capital;venture_capital;corporate_venture_fund;venture_capital;venture_capital;venture_capital;corporate_venture_fund,venture_capital;corporate;corporate_venture_fund;corporate;venture_capital;government & non-profit;accelerator;corporate_venture_fund,venture_capital;corporate;accelerator;corporate",Munich
Sono Motors,"Developing and building a forward-looking electric car that is suitable for daily use, with integrated solar cells and innovative mobility services",Europe,Germany,Munich,48.2016401,11.5475845,107.9,automotive;electric vehicle;battery;sustainable development goals;solar energy;verified unicorns and $1b exits;ev battery;climate tech,energy;transportation,vehicle production;energy storage,late growth,Seedrs;ELFH Holding;Wi Venture;Swedbank;DNCA Finance,crowdfunding;family_office;venture_capital;corporate;corporate,Munich
TWAICE,"Predictive analytics software to increase the lifetime, efficiency ​and sustainability of batteries",Europe,Germany,Munich,48.1850342,11.60535001,62.77,digital twin;lithium ion batteries;predictive analytics;bms;energy tech;industrial technology;manufacturing tech;sustainable development goals;ev battery;climate tech;esa bic;esa;space tech;space upstream;in-space operations,energy;space,energy efficiency;energy storage,late growth,Speedinvest;Cherry Ventures;UVC Partners;Creandum;Xpreneurs;Energize Ventures ( formally Invenergy Future Fund );Matthias Hilpert;Matthias Hilpert;ESA BIC Bavaria;Coatue Management;Lip-Bu Tan,"venture_capital;venture_capital;venture_capital;venture_capital;accelerator;venture_capital;venture_capital;angel;accelerator;private_equity,venture_capital;angel",Munich
Electrochaea,Power-to-Gas Energy Storage via Biological Catalysis,Europe,Germany,Munich,48.1108814,11.4322788,53.72,biotechnology;polymer;sustainable development goals;eicfund;climate tech,energy,energy storage;clean energy,early growth,btov Partners;Munich Venture Partners;KFW;Sirius Venture Partners GmbH;Caliza Holding;European Innovation Council;Baker Hughes;Plug and Play;Missouri Technology Corporation;EIC Fund (European Innovation Council Fund),venture_capital;venture_capital;investment fund;venture_capital;family_office;government;corporate;venture_capital;venture_capital;venture_capital,Munich
Marvel Fusion,"Working to provide humankind abundant, CO2-free, safe energy by developing a laser-induced fusion power plant",Europe,Germany,Munich,48.18332,11.58325,35.0,nuclear fusion;sustainable development goals;climate tech,energy,clean energy,early growth,Earlybird Venture Capital,venture_capital,Munich
EnOcean,Manufactures and markets wireless sensor solutions for use in buildings and industrial installations,Europe,Germany,Munich,48.03138,11.58757,30.9,sustainable development goals;edge processing;industrial technology;industrial connectivity;manufacturing tech;climate tech,telecom;energy,energy efficiency,late growth,BayTech Venture Capital;Wellington Partners;Next47;3i Group;ATMOS;Emerald Technology Ventures;SET Ventures,"venture_capital;venture_capital;corporate_venture_fund,venture_capital;private_equity,venture_capital;private_equity,venture_capital;venture_capital;venture_capital",Munich
KEYOU,"KEYOU has redesigned the traditional internal combustion engine enabling it to run on hydrogen as a sustainable and clean fuel, bringing about a quantum leap in propulsion development",Europe,Germany,Munich,48.1439745,11.5499032,28.88,automotive;sustainable development goals;hydrogen;eicfund;climate tech;mobility;engineering solutions,energy;transportation,mobility;energy efficiency;clean energy,late growth,European Innovation Council;EIC Fund (European Innovation Council Fund),government;venture_capital,Munich
Wirelane,Offering complete solution as Software-as-a-Service for B2C end customers and B2B electric mobility provider,Europe,Germany,Munich,48.1447898,11.582078,22.0,mobility;sustainable development goals;ev charging hardware;ev charging software;ev charging operations and monitoring;ev charging;climate tech,energy;transportation,mobility,late growth,Vito Ventures;Coparion;High-Tech Gründerfonds;Ritter Starkstromtechnik;Abacon Capital;Momeni Digital Ventures;WERK1,venture_capital;venture_capital;venture_capital;corporate;venture_capital;corporate_venture_fund;accelerator,Munich
GreenCom Networks AG,"We turn the energy industry into a distributed, digital, customer- and service-oriented world. Our energy IoT platform enables new energy business models for utilities, ESCOs and OEMs",Europe,Germany,Munich,48.120992,11.60295,12.0,sustainable development goals;industrial technology;energy tech;industrial connectivity;climate tech,energy;enterprise software,clean energy;energy efficiency,early growth,Cosmos Group;Munich Venture Partners;SET Ventures;Future Energy Ventures;Shell Ventures; Energy and Environment Investment;Centrica Innovations;Macdoch Ventures;WERK1,"corporate;venture_capital;venture_capital;corporate_venture_fund,venture_capital;corporate_venture_fund;venture_capital;corporate_venture_fund;family_office,venture_capital;accelerator",Munich
Fos4X,Professional fiber optic measurement technology and measurement solutions for wind turbines,Europe,Germany,Munich,48.1113675,11.5479289,10.5,industrial iot;industry 4.0;wind energy;sustainable development goals;industrial connectivity;industrial technology;manufacturing tech;energy tech;climate tech,energy;enterprise software,energy efficiency;clean energy,late growth,High-Tech Gründerfonds;UVC Partners;Bayern Kapital;Falk Strascheg Holding;Equinor;Dr. Schulze Consulting and Holding GmbH;PolyTech,venture_capital;venture_capital;venture_capital;venture_capital;corporate;corporate;corporate,Munich
Torqeedo,"Torqeedo, the leader in electric propulsion: sustainable, powerful, convenient. Join us in clean boating!",Europe,Germany,Munich,48.091502,11.283552,10.3,testing;battery;solar energy;sustainable development goals;climate tech,energy,clean energy,late growth,Robert Bosch Venture Capital;Alpina Partners;DEUTZ AG,"corporate_venture_fund;private_equity,venture_capital;corporate",Munich
GOVECS,"Completely dedicated to the development, production, and marketing of electric vehicles.",Europe,Germany,Munich,48.1346615,11.6110943,10.0,automotive;car;mobility;electric vehicle;e-scooters;sustainable development goals;micromobility;climate tech,energy;transportation,vehicle production,late growth,GIMV;KFW;WOLFF & MÜLLER Holding,private_equity;investment fund;corporate,Munich
Enmacc,Independent and innovative trading platform for the energy industry,Europe,Germany,Munich,48.1347522,11.5309366,8.6,trading;price comparison;energy tech;industrial technology;industrial marketplace,fintech;energy,wealth management,late growth,Cherry Ventures;Berlin Ventures;Felix Haas;Andreas Etten;Jan Becker;10x;Piton Capital;Illuminate Financial;Keyword VC;Keyword Venture Capital,venture_capital;venture_capital;angel;angel;angel;angel_fund;venture_capital;venture_capital;investment fund;venture_capital,Munich
Siemens,"An engineering and electronics company that specializes in the fields of industry, energy, transportation, and healthcare",Europe,Germany,Munich,48.1438608,11.5752238,8.09,ev charging: manufacturers;spinout,health;energy,,mature,U.S. Department of Energy (DOE);Stiim Aqua Cluster;KU Leuven,government;accelerator;university,Munich
VoltStorage,We develop and produce solar power storage systems based on the ecological Vanadium Redox Flow (VRF) technology,Europe,Germany,Munich,48.0968541,11.5259056,8.05,solar energy;battery;sustainable development goals;climate tech,energy,energy storage;clean energy,early growth,European Innovation Council;Wiwin;EIT InnoEnergy;LMU Entrepreneurship Center;Korys;Bayern Kapital;SOSV;Energie360;Matthias Willenbacher1;EIT Climate-KIC;Unreasonable Group,government;corporate;venture_capital;accelerator;family_office;venture_capital;venture_capital;corporate;angel;accelerator;corporate,Munich
Stabl Energy,Dynamic Battery Inverter for Large-Scale Storage Systems,Europe,Germany,Munich,48.0971533,11.5365529,4.5,sustainable development goals;climate tech,energy,energy storage,early growth,Energie360;Initiative for Industrial Innovators;UVC Partners,corporate;venture_capital;venture_capital,Munich
Siqens GmbH,Siqens is a German start-up which provides self-sufficient energy systems,Europe,Germany,Munich,48.1438738,11.4981066,4.24,solar energy;sustainable development goals;climate tech,energy,clean energy;energy storage,early growth,European Innovation Council;European Commission;Strascheg Center for Entrepreneurship,government;investment fund;accelerator,Munich
Smart Hydro Power,"Germany-based company that develops, manufactures, sells, and markets kinetic micro-hydro power plants",Europe,Germany,Munich,47.925197,11.290096,2.75,sustainable development goals;hydropower;climate tech,energy,clean energy,early growth,High-Tech Gründerfonds;ECAPITAL;European Innovation Council,venture_capital;venture_capital;government,Munich
The Mobility House,"Provides a platform to optimize fleet charging to reduce overall load, shift load and reduce infrastructure cost by minimizing grid connection and the amount of charging infrastructure needed",Europe,Germany,Munich,48.120484,11.6025288,2.0,battery;sustainable development goals;electric vehicle;ev charging software;ev charging hardware;ev charging operations and monitoring;ev charging;climate tech,energy;transportation,mobility;energy storage;clean energy,late growth,Zouk Capital;Alliance Capital Ventures;European Investment Bank,"advisor,private_equity;venture_capital;government & non-profit",Munich
Alerion,"Specializes in development of high-performance embedded software, computer vision applications and artificial intelligence",Europe,Germany,Munich,48.1434758,11.5365447,2.0,autonomous vehicles;drones;space;high performance computing;vivatech2019;automotive;aviation & aerospace;embedding technology;industrial drones;industrial technology;industrial robotics;sustainable development goals;wind energy;climate tech;space tech;esa bic;esa;space downstream;space tech to aviation,energy;robotics,clean energy,early growth,European Innovation Council;EASO Ventures;Orza Investments;ESA BIC Bavaria;REPSOL Foundation;BIC Gipuzkoa,"government;venture_capital;venture_capital;accelerator;corporate_venture_fund,venture_capital;accelerator",Munich
AVA,Hydrothermal carbonization of biomass and sewage sludge,Europe,Germany,Munich,48.004022,11.175627,1.37,biotechnology;sustainable development goals;biomass;climate tech,energy,waste solution,seed,European Innovation Council;Executive Agency for Small and Medium-sized Enterprises,government;government,Munich
ChargeX,Modular Charging Solutions for Electric Vehicles,Europe,Germany,Munich,48.1133168,11.6291147,1.0,electric vehicle;mobility;automotive;publishing;ev charging hardware;sustainable development goals;ev charging;climate tech,energy;transportation,mobility,early growth,E.ON :agile accelerator;BayStartUP;Green Rocket;EIT Climate-KIC;Strascheg Center for Entrepreneurship;H&S Investment;BonVenture Management;Energie360°;Hevella Capital,accelerator;angel_fund;crowdfunding;accelerator;accelerator;venture_capital;venture_capital;venture_capital;venture_capital,Munich
Beem energy,"Modular solar panels that are simple to install, with interesting customer experience",Europe,France,Nantes,47.218371,-1.553621,9.0,solar energy;sustainable development goals;climate tech,real estate;energy,clean energy;energy efficiency,early growth,Kima Ventures;360 Capital Partners;Alter Equity;BNP Paribas Développement;Bpifrance;David Sloo;Imagination machine,"private_equity,venture_capital;venture_capital;private_equity,venture_capital;corporate_venture_fund;venture_capital;angel;accelerator",Nantes
Lhyfe,"Developer, investor, and supplier of 100% green hydrogen for mobility and industry",Europe,France,Nantes,47.231045,-1.5636996,77.0,hydrogen;sustainable development goals;climate tech,energy;transportation,logistics & delivery;clean energy,late growth,Noria Invest;Swen Capital Partners;Banque des Territoires;Ovive;Ouest Croissance;Océan Participations;Andera Partners;Société Financière Lorient Développementis;Andera Partners;Mitsui & Co;EDPR;Caisse des Dépôts et Consignations;Amundsen Investment Management,"venture_capital;venture_capital;investment fund;corporate;venture_capital;corporate_venture_fund;private_equity,venture_capital;investment fund;private_equity;venture_capital;corporate;investment fund;private_equity",Nantes
Qivivo,An energy savings provider,Europe,France,Nantes,47.2066795,-1.5629036,2.77,sustainable development goals;smart home;smart building;climate tech,energy;home living,energy efficiency,early growth,Bpifrance;GO Capital;Kima Ventures;Saint-Gobain;European Innovation Council;Horizon 2020 FTI (Fast Track to Innovation),"venture_capital;venture_capital;private_equity,venture_capital;corporate;government;government",Nantes
QOS Energy,Builds software analytics solutions for managing renewable energy use by collecting data from sensors,Europe,France,Nantes,47.286359,-1.542741,3.0,analytics;sustainable development goals;energy tech;industrial technology;climate tech,energy,energy efficiency,late growth,Environmental Technologies Fund;GO Capital;ETF Partners,venture_capital;venture_capital;venture_capital,Nantes
Enerdigit,Developing flexibility solutions for the power grid,Europe,France,Nantes,47.2058374,-1.5754837,2.5,sustainable development goals;energy tech;industrial technology;climate tech,energy,clean energy;energy efficiency,early growth,ABAB - Atlantic Business Angels Booster;Bpifrance;Greentech Verte,angel_fund;venture_capital;venture_capital,Nantes
PLC system,We take energy from the sun,Europe,Italy,Naples,40.9441091,14.371438,1.76,solar energy,energy,clean energy,late growth,European Innovation Council,government,Rome
Black Bear Carbon,Harvesting and upcycling carbon black from end-of-life tires,Europe,Netherlands,Nederweert,51.2865631,5.7527014,23.5,sustainable development goals;climate tech,energy,waste solution,early growth,ING Group;5square;Rubio Impact Ventures;Capricorn Partners;Particon;ScaleUpNation;Brightlands Venture Partners;EIT Raw Materials;Chemelot Ventures;Invest-NL;Siam cement group;Quest for Growth,corporate;venture_capital;venture_capital;venture_capital;corporate;accelerator;venture_capital;government;venture_capital;government;corporate;venture_capital,Eindhoven
IHOL Group,"IHOL Group is designs, maintains and manages the operation of waste recovery units",Europe,France,Nice,43.6679072,7.2143937,2.3,recycling;plastic;sustainable development goals;climate tech,energy,waste solution,seed,M Capital Partners,venture_capital,Nice
BIOCEANOR,BIOCEANOR has developed the first underwater weather station for real time and predictive monitoring of water quality,Europe,France,Nice,43.6424,7.00984,1.5,vivatech2019;natural resources;pollution;marine;sustainable development goals;farming;space tech;climate tech;space downstream;space tech to maritime,energy,water,early growth,Région Sud Investissement;Inventures Investment Partners;Blue Oceans Partners;Turenne Capital,venture_capital;venture_capital;venture_capital;venture_capital,Nice
Ecoat,"SME dedicated to innovation and sustainable development, in the industrial sector of components for paints and coatings",Europe,France,Nice,43.6261449,6.9391737,2.25,eic;chemical;sustainable development goals;advanced materials;industrial technology;innovative material tech;coatings;climate tech,energy,,early growth,European Innovation Council;Starquest Capital;Paca Investissement;Turenne Capital;EIT Climate-KIC,government;venture_capital;investment fund;venture_capital;accelerator,Nice
Solarduck,Transforming the world with Offshore Floating Solar,Europe,Netherlands,Nijmegen,51.8125626,5.8372264,4.0,marine energy,energy,,seed,Katapult Ocean,accelerator,Eindhoven
SolarNow,Solar energy and financing solutions in East Africa,Europe,Netherlands,Nijmegen,51.8386986,5.859919,11.27,solar energy;farming;sustainable development goals;climate tech,energy,clean energy,late growth,Royal Dutch Shell;Acumen;NovaStar;SunFunder;ResponsAbility Investments AG;Oikocredit International;Mastercard Foundation Fund for Rural Prosperity;Shell Ventures;Invested Development,corporate;venture_capital;venture_capital;investment fund;advisor;venture_capital;non-profit;corporate_venture_fund;venture_capital,Eindhoven
Hydrogenious LOHC Technologies,Develops a new technology for hydrogen storage in Liquid Organic Hydrogen Carriers (LOHC),Europe,Germany,Nuremberg,49.56363,10.98685,69.28,hydrogen;sustainable development goals;climate tech,energy,energy storage,late growth,European Innovation Council;Anglo American;Vopak;Mitsubishi Corporation;Covestro;AP Ventures;Hyundai Motor Company;JERA;Temasek;Chevron Technology Ventures;Pavilion Capital;Winkelmann Group;Startup Autobahn,"government;corporate;corporate;corporate;corporate;venture_capital;corporate;corporate;private_equity,venture_capital;corporate_venture_fund;private_equity,venture_capital;corporate;corporate",Stuttgart
EMSYS,Energy & meteo systems is among the world's leading providers of renewable power forecasts and virtual power plant services,Europe,Germany,Oldenburg,53.13073,8.1563203,1.68,eic;weather forecasting;sustainable development goals;climate tech,energy,clean energy;energy efficiency,late growth,European Innovation Council,government,Hamburg
Specim,Hyperspectral Imaging Cameras And Systems,Europe,Finland,Oulu,65.0593921,25.4493111,3.63,analytics;remote sensing;sustainable development goals;climate tech,energy,waste solution,late growth,Bocap;Eurostars SME programme,"private_equity,venture_capital;government",Oulu
KoalaLifter,KoalaLifter is a self-climbing system that uses the strength of the wind turbine tower as support to climb up the turbine,Europe,Spain,Pamplona,42.82302,-1.57794,2.6,wind energy;sustainable development goals;eicfund;climate tech,energy,clean energy,early growth,European Innovation Council,government,Bilbao
Nabrawind Technologies,Advanced wind technologies for wind turbine components,Europe,Spain,Pamplona,42.8148941,-1.640727,3.93,sustainable development goals;eic;wind energy;climate tech,energy,clean energy;energy storage,early growth,Sodena;EIT InnoEnergy;European Innovation Council,venture_capital;venture_capital;government,Bilbao
Exotrail,Small satellite propulsion for an agile space,Europe,France,Paris,48.7224525,2.2722045,14.78,aerospace;aviation & aerospace;sustainable development goals;space tech;esa;esa sme;space upstream;launch vehicles;propulsion systems;space transportation;space vehicles components and payloads,energy;space,,late growth,Irdi Soridec Gestion;Bpifrance;360 Capital Partners;SATT Paris-Saclay;European Innovation Council;Innovacom;iXO Private Equity;WaterStart Capital (NCI);Turenne Capital;Normandie Capital Investissement;Karista;Wilco,"venture_capital;venture_capital;venture_capital;accelerator;government;venture_capital;private_equity,venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;accelerator",Paris
Metron,"A SaaS environment dedicated to energy management for industrial groups, democratizes data to allow the entire company to participate in the joint project to reduce energy. carbon impact of its activities",Europe,France,Paris,48.8712105,2.3371374,40.0,industrial automation;sustainable development goals;energy tech;industrial analytics;industrial technology;manufacturing tech;climate tech,energy,energy providers;energy efficiency,late growth,BNP Paribas;Breed Reply;Financieres Fonds Prives;NTT DOCOMO Ventures;Statkraft Ventures;OGCI Climate Investments;SK Gas,"corporate;accelerator;investment fund;corporate_venture_fund;venture_capital;corporate_venture_fund,venture_capital;corporate",Paris
Green Yellow,"Allows anyone to produce and manage energy through solar photovoltaics, efficiency, and energy optimization",Europe,France,Paris,48.85718,2.34141,259.0,solar energy;sustainable development goals;energy tech;industrial technology;climate tech,energy,clean energy;energy providers,late growth,Tikehau Capital;Bpifrance;Groupe Casino;FMO Entrepreneurial Development Bank;Institutional Investor;Farallon Capital Management,"private_equity;venture_capital;corporate;corporate;venture_capital;private_equity,venture_capital",Paris
Eqinov,Demand side management operator,Europe,France,Paris,48.8244862,2.2651859,1.5,sustainable development goals;energy tech;industrial technology;climate tech,energy,,late growth,Newfund;Acciona,venture_capital;corporate,Paris
Adionics,A disruptive technology for selective salt extraction from water,Europe,France,Paris,48.8565146,2.3187661,11.0,sustainable development goals;climate tech,energy,water;clean energy,early growth,Supernova Invest;Bpifrance;Celeste Management;Ovive;Weigelia,venture_capital;venture_capital;family_office;corporate;corporate,Paris
Easybike,Easybike designs and manufactures a range of bikes that run on electricity,Europe,France,Paris,48.8866117,2.3140667,24.64,sustainable development goals;mobility;micromobility;e-bike;climate tech,energy;transportation,vehicle production,seed,Aster;Sigma Gestion;Aster Capital,"corporate;private_equity,venture_capital;venture_capital",Paris
Kyotherm,Kyotherm’s purpose is to provide project capital to finance renewable heating and energy savings projects,Europe,France,Paris,48.8714654,2.3326907,64.81,geothermal energy;solar energy;sustainable development goals;climate tech,fintech;energy,clean energy;wealth management;mortgages & lending,seed,Starquest Capital;Bpifrance;Ciclad;Noria Invest;Andera Partners;Andera Partners;Johes,"venture_capital;venture_capital;venture_capital;venture_capital;private_equity,venture_capital;private_equity;venture_capital",Paris
