NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Evolvere,A company specialized in the sustainable electricity production sector through small photovoltaic plants,Europe,Italy,Milan,45.485447,9.198569,2.0,sustainable development goals;solar energy;climate action (#13);affordable and clean energy (#7);core sustainable impact,energy,clean energy,late growth stage,Oltre Venture,"private_equity,venture_capital",Milan
EnerKite,Developer of airborne wind energy systems,Europe,Germany,Berlin,52.4079274,13.2227111,2.3,airplanes;sustainable development goals;core sustainable impact;wind energy;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,Jan Mischok;European Innovation Council,angel;government,Berlin
Green City Solutions,Plant units designed to absorb air pollution,Europe,Germany,Berlin,52.2323316,13.6683225,1.75,pollution;smart city;urban tech;sustainable development goals;core sustainable impact;climate action (#13);affordable and clean energy (#7);sustainable cities and communities (#11),energy,clean energy,early growth stage,European Innovation Council;Eurostars SME programme;Wolfman.One;Coparion;DON Ventures,"government;government;private_equity,venture_capital;venture_capital;venture_capital",Berlin
Biotrem,A technology company developing an innovative production process of bio-based tableware and packaging,Europe,Poland,Warsaw,52.2296756,21.0122287,2.29,biotechnology;packaging and containers;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,waste solution,early growth stage,European Innovation Council;EIT Food,government;government,Warsaw
The Batteries,Aims to produce advanced batteries using innovative manufacturing technology,Europe,Poland,Tczew,53.96454,18.543173,3.03,battery;lithium ion batteries,energy,energy storage,early growth stage,META;European Innovation Council;APER Ventures;Podkarpackie Science and Technology Park;PFR Ventures,"venture_capital;government;venture_capital;accelerator;corporate_venture_fund,private_equity,venture_capital",Warsaw
Neoen,One of the leading producers of green power plants,Europe,France,Paris,48.8711312,2.2991978,68.18,solar energy;wind energy;sustainable development goals;verified unicorns and $1b exits,energy,energy storage,late growth stage,Bpifrance;Omnes Venture Capital;Crédit Agricole;Louis Dreyfus Natural Gas,"venture_capital;private_equity,venture_capital;corporate;corporate",Paris
EnerBee,An industrial start-up developing energy harvesters,Europe,France,Grenoble,45.1857645,5.70478,4.7,battery;sensor;sustainable development goals;spinout,energy,clean energy,early growth stage,Emertec Gestion;Robolution Capital;BNP Paribas;Crédit Agricole;Demeter Partners;360 Capital Partners;Asahi Kasei;CEA,"venture_capital;private_equity,venture_capital;corporate;corporate;private_equity,venture_capital;venture_capital;corporate;corporate",Grenoble
Bulane,"Bulane created a new generation of industrial flame, clean and efficient, created from water and electricity",Europe,France,Montpellier,43.561537,3.794109,5.5,hydrogen;sustainable development goals;core sustainable impact;affordable and clean energy (#7);clean water and sanitation (#6);climate action (#13),energy,clean energy,late growth stage,Sofilaro Capital;Irdi Soridec Gestion;Sofimac Régions;BNP Paribas;Bpifrance;Sofimac Innovation,venture_capital;venture_capital;venture_capital;corporate;venture_capital;venture_capital,Montpellier
RedT,redT energy | Industrial energy storage systems,Europe,Ireland,Dublin,53.34807,-6.24827,1.3,storage;sustainable development goals;affordable and clean energy (#7);climate action (#13),energy,energy storage,late growth stage,,,Dublin
Leosphere,Develops advanced optoelectronic devices,Europe,France,Paris,48.879082,2.324883,20.91,turbine;risk management;aviation & aerospace;sensor;wind energy;affordable and clean energy (#7);sustainable development goals,energy,,late growth stage,Eurazeo (IdInvest Partners);Electranova Capital;Wilco;Vaisala,venture_capital;corporate_venture_fund;accelerator;corporate,Paris
Incell International,Offers lithium battery solutions for telecom,Europe,Sweden,Stockholm,59.4045714,17.9502077,9.07,smart grid;lithium ion batteries;battery;storage;iot;telecommunications,energy,energy storage,late growth stage,Vargas Holding;Roosgruppen AB,venture_capital;family_office,Stockholm
Qpinch,Large-scale energy efficiency for the process industries,Europe,Belgium,Antwerp,51.2305651,4.4032441,4.0,energy efficiency;energy saving;energy tech;sustainable development goals;heat pump,energy,oil & gas,early growth stage,SABIC,corporate,Antwerp
InOpSys,Development and operation for on-site treatment of industrial side and wastewater streams from pharmaceutical and chemical production,Europe,Belgium,Brussels,51.05371,4.447274,1.5,recycling;waste reduction;sustainable development goals;core sustainable impact;affordable and clean energy (#7);clean water and sanitation (#6);climate action (#13),energy,water,early growth stage,Innovation Fund;Gemma Frisius Fund - GFF;Vlaamse Milieuholding (VMH),venture_capital;venture_capital;venture_capital,Antwerp
Hexicon,"Engaged in the design, development and engineering of floating multi-turbine wind power platforms",Europe,Sweden,Stockholm,59.324894,18.071062,2.82,sustainable development goals;wind energy;marine;nordic impact 2021,energy,energy efficiency,early growth stage,,,Stockholm
Elcogen,A manufacturer of efficient and high-performance fuel cells to help enable a clean energy future,Europe,Estonia,Tallinn,59.4213,24.81303,4.4,hydrogen;affordable and clean energy (#7);sustainable development goals;climate action (#13);core sustainable impact,energy,oil & gas,early growth stage,European Innovation Council,government,Tallinn
SaltX Technology,Developed a worldwide patented ground-breaking nanotechnology that enables storing energy in salt and delivering high quality steam,Europe,Sweden,Stockholm,59.289671,17.949539,2.83,sustainable development goals;nordic impact 2021,energy,energy storage,early growth stage,,,Stockholm
Glass to Power,Innovative technology for luminescent solar concentrators,Europe,Italy,Milan,45.512299,9.21257,2.5,drones;affordable and clean energy (#7);climate action (#13);sustainable development goals;core sustainable impact,energy,clean energy,early growth stage,CrowdFundMe;UniCredit Start Lab FinTech Accelerator;Italian Business Angel Network,crowdfunding;accelerator;angel_fund,Milan
Eléments,"Production of renewable energies (wind power, solar and hydroelectric)",Europe,France,Avignon,43.9984783,5.0549027,2.5,hydropower;solar energy;wind energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,Noria Invest,venture_capital,Marseille
Naskeo,Designer and manufacturer of biogas and wastewater treatment plants,Europe,France,Paris,48.817275,2.2977599,14.6,biofuel,energy,waste solution,early growth stage,Eurazeo (IdInvest Partners);Agoranov;Generis Capital Partners;Citizen Capital;Sigma Gestion;Supernova Invest;XAnge,"venture_capital;accelerator;venture_capital;venture_capital;private_equity,venture_capital;venture_capital;venture_capital",Paris
G2mobility,Smartcharging solutions for electric vehicles with innovating energy management system,Europe,France,Paris,48.781872,2.214898,6.36,mobility;electric vehicle;sustainable development goals;ev charging operations and monitoring;ev charging software;smart charging,energy,energy efficiency,seed stage,Total;Innovacom;Ecotechnology Fund;Bpifrance;Nexans,corporate;venture_capital;venture_capital;venture_capital;company,Paris
Cloud & Heat,"Cloud-based computing, the waste heat of which is used to heat buildings and to heat water",Europe,Germany,Dresden,51.0504088,13.7372621,15.15,cloud computing;innovation radar;private cloud;openstack;heating;waste management;sustainable development goals;core sustainable impact;green technology;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13),energy,energy efficiency,late growth stage,Shutterstock;Inven Capital;VNG Innovation;Felix Schaal;Seedmatch;ETF Partners,corporate;venture_capital;venture_capital;angel;crowdfunding;venture_capital,Dresden
Ecop Technologies,Cutting Edge Solutions for Industrial Heating and Cooling,Europe,Austria,Linz,48.120658,14.206986,4.38,machinery manufacturing;cooling tech;heating;circular economy;sustainable development goals;climate action (#13),energy,energy efficiency,seed stage,European Innovation Council;FSP Ventures,government;venture_capital,Linz
Lumenaza,"Software provider for the new, decentralized and digitized energy platforms",Europe,Germany,Berlin,52.4899259,13.3774086,2.55,sustainable development goals;utilities;affordable and clean energy (#7);energy tech;industrial technology,energy,,early growth stage,EnBW New Ventures;European Innovation Council;IBB Ventures;E.ON;Future Energy Ventures,"corporate_venture_fund;government;venture_capital;corporate;corporate_venture_fund,venture_capital",Berlin
Wavepiston,"Developed a very promising technology to harvest the energy from waves, both for electricity production and desalination of sea water (producing freshwater)",Europe,Denmark,Copenhagen,56.0385864,12.6199068,4.8,sustainable development goals;core sustainable impact;hydropower;affordable and clean energy (#7);climate action (#13);marine energy;nordic impact 2021,energy,water,early growth stage,European Innovation Council;Horizon 2020 FTI (Fast Track to Innovation);Eurostars SME programme;DanBAN - Danish Business Angels,government;venture_capital;government;angel_fund,Copenhagen
H2ozone,H2Ozone provides a chemically free purification solution for all water sources to independently verified drinking water standards,Europe,Ireland,Dublin,53.085598,-6.106135,3.0,internet of things;natural resources;sustainability;water treatment;sustainable development goals;core sustainable impact;sustainable cities and communities (#11);clean water and sanitation (#6);climate action (#13),energy,water,seed stage,Henry Bolger,angel,Dublin
Altum Technologies,Using software-guided power ultrasound to clean fouling without production stoppages or the ​use of toxic chemicals,Europe,Finland,Helsinki,60.164668,24.952409,1.1,ultrasound;heating;mechanical solutions;sustainable development goals;core sustainable impact;industry innovation and infrastructure (#9);nordic impact 2021,energy,,early growth stage,Maki.vc;Lifeline Ventures,venture_capital;venture_capital,Helsinki
Zola Electric,"Powering off-grid homes across Africa with affordable, renewable energy",Europe,Netherlands,Amsterdam,52.3666969,4.8945398,102.73,startupamsterdam;solar energy;sustainable development goals;off-grid,energy,clean energy,late growth stage,Electranova Capital;Omidyar Network;Vulcan Capital;Zouk Capital;Helios Investment Partners;Aster Capital;GE Ventures;DBL Partners;Tesla Motors;Total Carbon Neutrality Ventures;SunFunder;EDF;Eurazeo (IdInvest Partners),"corporate_venture_fund;private_equity,venture_capital;private_equity,venture_capital;advisor,private_equity;private_equity,venture_capital;venture_capital;corporate_venture_fund;venture_capital;corporate;corporate_venture_fund;investment fund;corporate;venture_capital",Amsterdam
Sitemark,Fully autonomous scalable drone platform,Europe,Belgium,Leuven,50.8650119,4.6691501,2.82,aerospace;platform;insurtech;automated process;automated technology;aviation & aerospace;drones;robotic;solar energy;industrial drones;industrial analytics;industrial technology;industrial robotics,energy,energy efficiency,early growth stage,European Innovation Council;Chroma Impact Investment;Startupbootcamp;Startupbootcamp Smart Materials;Startupbootcamp Fintech New York,government;venture_capital;accelerator;venture_capital;accelerator,Brussels
Ease-link,Automatic Electric Vehicle Charging,Europe,Austria,Graz,47.059317,15.451083,2.1,rfid;nfc;iot;sustainable development goals;sustainable cities and communities (#11);affordable and clean energy (#7);climate action (#13),energy,mobility,early growth stage,European Innovation Council,government,Graz
Bzzt,"A popular company with electric taxi pods, decent driver salaries and super cheap prices",Europe,Sweden,Gothenburg,57.719328,11.970675,3.1,car;sharing;supply chain management;sharing economy;sustainable development goals;electric vehicle;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13);nordic impact 2021,energy,clean energy,early growth stage,FundedByMe,crowdfunding,Gothenburg
Comwatt,Optimizing the consumption of solar-generated renewable energy,Europe,France,Montpellier,43.606297,3.920402,2.3,solar energy,energy,clean energy,early growth stage,Bpifrance;Soridec;Caisse d'Epargne;Wiseed;Melies Business Angels,venture_capital;venture_capital;corporate;crowdfunding;venture_capital,Montpellier
Stimergy,Using servers as a source of energy,Europe,France,Paris,48.8835471,2.3555137,2.75,sustainable development goals,energy,energy efficiency,seed stage,Demeter Partners;Phitrust Impact Investors;Phitrust Partenaires;Aviva;IMPACT Partners;EIT Digital Accelerator,"private_equity,venture_capital;venture_capital;venture_capital;corporate;venture_capital;accelerator",Paris
June Energy,"Constantly looks for the best market prices & switches you automatically between energy suppliers, based on your personal consumption",Europe,Belgium,Antwerp,51.2033638,4.4222345,2.53,smart home;sustainable development goals,energy,energy efficiency,early growth stage,,,Antwerp
Haulogy,Publisher of software mainly dedicated to distribution grid operators and energy suppliers operating in the gas,Europe,Belgium,Brussels,50.601671,4.191064,7.5,energy tech;industrial technology,energy,,late growth stage,,,Charleroi
Enerdigit,Developing flexibility solutions for the power grid,Europe,France,Nantes,47.2058374,-1.5754837,2.5,power;energy providers;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);energy tech;industrial technology,energy,clean energy,seed stage,ABAB - Atlantic Business Angels Booster;Bpifrance,venture_capital;venture_capital,Nantes
Oc-tech,Cleaning contaminated water,Europe,Spain,Madrid,40.41956,-3.69196,3.41,cleaning;sustainable development goals;core sustainable impact;pollution;life below water (#14);affordable and clean energy (#7);clean water and sanitation (#6);climate action (#13),energy,water,seed stage,European Innovation Council,government,Madrid
GreenFlux,Empowering customers to accelerate EV adoption and the use of sustainable energy with our smart EV charging platform,Europe,Netherlands,Amsterdam,52.3627231,4.9209759,11.0,charging technology;sustainable development goals;saas;ev charging;smart grid;ev charging operations and monitoring;ev charging software,energy,clean energy,late growth stage,BOM Brabant Ventures;Eneco group;ICT Automatisering;SET Ventures,venture_capital;corporate_venture_fund;corporate;venture_capital,Amsterdam
Easybike,Easybike designs and manufactures a range of bikes that run on electricity,Europe,France,Paris,48.8866117,2.3140667,24.64,sustainable development goals;mobility;micro mobility,energy,mobility,seed stage,Aster;Sigma Gestion;Aster Capital,"corporate;private_equity,venture_capital;venture_capital",Paris
Siqens,Siqens is a German start-up which provides self-sufficient energy systems,Europe,Germany,Munich,48.1438738,11.4981066,4.24,solar energy;sustainable development goals;affordable and clean energy (#7),energy,clean energy,early growth stage,European Innovation Council;European Commission,government;investment fund,Munich
Intelligent Pollutant Monitoring(IPM),Develops an innovative sensor application to continuously detect the pollutant level in the given environment,Europe,Denmark,Copenhagen,55.5718841,12.2357845,1.27,water management;pollution;water treatment;sustainable development goals;core sustainable impact;clean water and sanitation (#6);industry innovation and infrastructure (#9);reduced inequalities (#10);nordic impact 2021,energy,water,seed stage,Eurostars SME programme;Horizon 2020 FTI (Fast Track to Innovation),government;venture_capital,Copenhagen
Nines Photovoltaic,UNIVERSAL DRY TEXTURING PROCESS DESIGNED FOR THE SOLAR CELL INDUSTRY,Europe,Ireland,Dublin,53.290292,-6.3615,3.35,video;solar energy;natural resources;sustainability;publishing;photo,energy,clean energy,seed stage,EIT InnoEnergy,accelerator,Dublin
AVA,Hydrothermal carbonization of biomass and sewage sludge,Europe,Germany,Munich,48.004022,11.175627,1.37,biotechnology;sustainability;waste management;sustainable development goals;core sustainable impact;biomass;sustainable cities and communities (#11);climate action (#13),energy,waste solution,seed stage,European Innovation Council,government,Munich
DEXMA,Energy management software,Europe,Spain,Barcelona,41.4366574,2.1689587,3.93,monitoring;smart grid;sustainable development goals;affordable and clean energy (#7);energy tech;industrial technology,energy,energy efficiency,late growth stage,JME Venture Capital;Greg Lee;Inveready;CDTI;Estiriac SL;Boyser SRL;European Innovation Council;EUREKA Network Projects,venture_capital;angel;venture_capital;venture_capital;venture_capital;venture_capital;government;non-profit,Barcelona
ENIT Energy IT Systems,Energy management for industrial enterprises,Europe,Germany,Freiburg im Breisgau,48.012177,7.850233,1.4,smart grid;industrial iot;monitoring;predictive maintenance;energy tech;industrial technology,energy,energy efficiency,early growth stage,European Innovation Council;Fraunhofer Venture;TechQuartier,government;venture_capital;accelerator,Freiburg
AEROX,Polymer Solutions for Wind Turbine Rotor Blades,Europe,Spain,Valencia,39.5800365,-0.544045,1.01,polymer;wind energy;sustainable development goals;advanced materials;industrial technology;innovative material tech;polymers and polymer alternatives,energy,clean energy,early growth stage,European Innovation Council,government,Valencia
DualSun,New generation hybrid solar panel that provides both electricity (photovoltaic) and hot (thermal) water for buildings,Europe,France,Marseille,43.296379,5.418801,5.2,solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13),energy,clean energy,early growth stage,Noria Invest;Opalic;Région Sud Investissement;Provence Business Angels;Bpifrance;Turenne Capital,venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;venture_capital,Marseille
Terradona,Incentive system to reduce wastes,Europe,France,Marseille,43.469715,5.599404,1.4,smart city;system engineering;sustainable development goals;core sustainable impact;navigation;affordable and clean energy (#7);climate action (#13),energy,waste solution,early growth stage,Caisse des depots;EDF Ventures;Paca Emergence,government;venture_capital;venture_capital,Marseille
Dall energy,Offers new biomass technologies with improved economy and reduced environmental impact,Europe,Denmark,Copenhagen,55.8742125,12.4967245,2.45,biomass;biofuel;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,waste solution,early growth stage,European Innovation Council;Market Maturation Fund,government;venture_capital,Copenhagen
Advanced Manufacturing Control Systems - AMCS Group,"AMCS is the leading supplier of integrated software and vehicle technology for the waste, recycling and material resources industries",Europe,Ireland,Limerick,52.6509356,-8.5763087,104.76,recycling;tracking;order management;waste reduction;invoicing;accounting;adtech;analytics;business intelligence;automated technology;data analytics;search engine;supply chain management;waste management;sustainable development goals;industrial technology;shopfloor workflow management,energy,,late growth stage,Mianach Venture Capital;NCB Ventures;Insight Partners;Highland Europe;Ireland Strategic Investment Fund;Ulster Bank Diageo Venture Fund;Silicon Valley Bank;Enterprise Ireland,"venture_capital;venture_capital;private_equity,venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;venture_capital",Limerick
Tip Tapp,Application platform used for buying and selling used and recyclable products,Europe,Sweden,Stockholm,59.3299553,18.0556829,4.2,app;recycling;directory,energy,waste solution,early growth stage,Filip Engelbert;Jonas Nordlander;GP Bullhound,angel;angel;venture_capital,Stockholm
HACE,Hydro air concept energy,Europe,France,Bordeaux,44.712991,-0.5817761,1.6,marine;hydropower;sustainable development goals;affordable and clean energy (#7),energy,water,seed stage,European Innovation Council;Happy Capital,government;venture_capital,Bordeaux
Smart Hydro Power,"Germany-based company that develops, manufactures, sells, and markets kinetic micro-hydro power plants",Europe,Germany,Munich,47.925197,11.290096,2.75,sustainable development goals;core sustainable impact;hydropower;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,High-Tech Gründerfonds;ECAPITAL;European Innovation Council,venture_capital;venture_capital;government,Munich
Green Fuel Nordic,"We are a biorefining company based in Finland. Our business model is based on utilising innovative, commercially used pyrolysis technology in the production of advanced bio-oil",Europe,Finland,Kuopio,62.893879,27.679496,14.0,sustainable development goals;biofuel;nordic impact 2021,energy,oil & gas,seed stage,OP Financial Group;European Investment Bank;ELY Centre (Ministry of Employment and the Economy of Finland);Finnvera,venture_capital;government & non-profit;venture_capital;company,Tampere
Solarus Sunpower,Solar energy technology systems for professional customers worldwide,Europe,Netherlands,Venlo,51.38766,6.13144,7.24,solar energy;system engineering;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);energy tech;industrial technology,energy,clean energy,early growth stage,ForestEffectFund;NIBC Capital Partners;Eurostars SME programme,venture_capital;venture_capital;government,Eindhoven
OpenAirlines,"Reduce fuel consumption on planes 2-5% through efficient real time routing, based on aggregated data, adapted to current conditions",Europe,France,Toulouse,43.6028381,1.4454734,2.0,real time;vivatech2019;airplanes;aviation & aerospace;flight management;fuel;climate action (#13);sustainable development goals;energy tech;industrial technology,energy,,early growth stage,Bpifrance;Alter Equity,"venture_capital;private_equity,venture_capital",Toulouse
Wello Oy,A developer of wave energy converters,Europe,Finland,Helsinki,60.158886,24.703159,7.5,sustainable development goals;core sustainable impact;hydropower;marine;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,clean energy,seed stage,European Innovation Council;Invesdor;Innovestor Ventures;Executive Agency for Small and Medium-sized Enterprises,government;crowdfunding;venture_capital;government,Helsinki
FlexFuel Energy Development,Innovative and environmentally friendly engine depollution technology,Europe,France,Paris,48.3712093,2.8411888,3.0,automotive;fuel;innovation management;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,vehicle production,early growth stage,ValueAct,venture_capital,Paris
Innecs Power Systems,Developing premium industrial energy conversion systems,Europe,Netherlands,Amsterdam,52.1941729,4.7377187,4.0,power;energy saving;green technology;oil & gas;turbine;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,BOM Brabant Ventures;ENERGIIQ;Netherlands Enterprise Agency (RVO),venture_capital;venture_capital;government,Leiden
Engie EPS,"Clean, Smart, Decentralised Energy Storage with hydrogen batteries",Europe,France,Paris,48.856614,2.3522219,26.8,hydrogen;battery;sustainable development goals;core sustainable impact;consulting services;affordable and clean energy (#7);climate action (#13),energy,energy storage,late growth stage,360 Capital Partners;Intesa Sanpaolo;UniCredit;Four Partners;Ersel Asset Management;Engie,venture_capital;corporate;corporate;venture_capital;venture_capital;corporate,Paris
Exosun,"Designs, develops and markets a range of solar trackers",Europe,France,Bordeaux,44.707704,-0.581142,12.0,solar energy;green technology;affordable and clean energy (#7);sustainable development goals,energy,clean energy,late growth stage,Grand Sud Ouest Capital;Omnes Venture Capital;ArcelorMittal,"venture_capital;private_equity,venture_capital;corporate",Bordeaux
Agronergy,Renewable heat supplier based on vegetable agricultural co-products,Europe,France,Paris,48.8791293,2.3176194,2.0,biomass;agritech;heating;supply chain management;vegetable;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,Incubateur Paris And Co;Generis Capital Partners;Crédit Agricole;EIT InnoEnergy,accelerator;venture_capital;corporate;accelerator,Paris
Sunna Design,Solar LED lighting,Europe,France,Bordeaux,44.9231355,-0.6179995,17.6,solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);parking,energy,clean energy,early growth stage,Solylend;BNP Paribas;Demeter Partners;Aviva Impact Investing;Aquiti;Galia Gestion;Expanso Capital,"crowdfunding;corporate;private_equity,venture_capital;venture_capital;venture_capital;private_equity,venture_capital;venture_capital",Bordeaux
Hamwells,"Creating sustainable shower systems that allow you to save and savor. This way, choices for a better and more sustainable future come naturally",Europe,Netherlands,Rotterdam,51.9049239,4.4444332,2.8,water saving;sustainable development goals;core sustainable impact;affordable and clean energy (#7);clean water and sanitation (#6);climate action (#13),energy,energy efficiency,seed stage,,,Rotterdam
MyFC,Manufacturer of micro fuel cells and chargers for portable consumer electronic devices such as smartphones and tablets,Europe,Sweden,Stockholm,59.3394434,18.0588116,6.58,portable;green technology;charging technology;fuel;phone;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);nordic impact 2021;spinout,energy,energy storage,early growth stage,Handelsbanken;Skandiabanken;Eurostars SME programme;KTH Chalmers Capital;STING;KTH Royal Institute of Technology,corporate;venture_capital;government;venture_capital;accelerator;university,Stockholm
EcoChain Technologies,"Provide insights on envoirnmental impact, CO2 footprinting, energy efficiency and resource flows to determine returns on sustainable investments on a financial and environmental level",Europe,Netherlands,Amsterdam,52.3368263,4.9293853,2.0,analytics;energy efficiency;startupamsterdam;eco-friendly;ecologically friendly;investing;sustainable development goals;core sustainable impact;video;platform;freemium;affordable and clean energy (#7);climate action (#13),energy,energy efficiency,early growth stage,Volta Ventures;ScaleUpNation,venture_capital;accelerator,Amsterdam
Endev,Endev's complete PAKU process is developed for efficient and cost-effective renewable energy production and nutrient recycling  from wet biomass,Europe,Finland,Helsinki,60.5011403,26.5369964,4.31,sustainable development goals;biomass;wastewater treatment;nordic impact 2021,energy,waste solution,seed stage,TeSi;Tesi,"corporate;private_equity,venture_capital",Helsinki
Visedo,Specializes in hybrid diesel-electric and full electric power train solutions for marine and mobile equipment market,Europe,Netherlands,Heerenveen,52.9765756,5.9328937,19.0,bus;marine;component;electric;navigation;storage;fuel;moving services;vehicle;electric vehicle;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,maintenance,seed stage,Emerald Technology Ventures;Tesi;Ilmarinen;VNT Management;Green Campus Innovations;Danfoss A/S,"venture_capital;private_equity,venture_capital;venture_capital;venture_capital;venture_capital;corporate",Amsterdam
Datapole,"Predictive Analysis platform for Maintenance, Energy and Waste Management",Europe,France,Paris,48.9010658,2.2865616,2.65,smart city;waste management;risk management;facility management;data analytics;sustainable development goals;sustainable cities and communities (#11);industrial analytics;industrial technology,energy,energy efficiency,early growth stage,Incubateur Paris And Co;European Innovation Council,accelerator;government,Paris
EROCKIT,Manufactures electric two-wheelers,Europe,Germany,Berlin,52.42004,13.1812101,4.0,electric;automotive;e-scooters;battery;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,vehicle production,seed stage,,,Berlin
REstore,Award-winning energy technology company leading the delivery of advanced automated Demand Response,Europe,Belgium,Brussels,50.845954,4.352156,11.1,delivery;recycling;waste reduction;automated process;automated technology;affordable and clean energy (#7);sustainable development goals;energy tech;industrial technology,energy,energy providers,late growth stage,Centrica;Ark Angels Activator,"corporate;private_equity,venture_capital",Brussels
Buntplanet,Software for reducing water losses and engineering,Europe,Spain,Donostia-San Sebastian,43.2954985,-2.0110707,1.51,smart city;sustainable development goals;core sustainable impact;water saving;clean water and sanitation (#6);affordable and clean energy (#7),energy,water,early growth stage,European Innovation Council,government,Bilbao
Clairy,Smart flowerpot that uses real plants to fight against indoor pollution,Europe,Italy,Pordenone,46.0378862,12.710835,4.52,pollution;monitoring;plant;sustainable development goals;core sustainable impact;climate action (#13);affordable and clean energy (#7),energy,clean energy,early growth stage,European Union;European Innovation Council;Plug and Play;Kickstarter,venture_capital;government;accelerator;crowdfunding,Ljubljana
Sunpartner Technologies,French company innovating in the field of solar energy,Europe,France,Marseille,43.5303877,5.4190092,34.0,solar energy;core sustainable impact;sustainable development goals;climate action (#13);affordable and clean energy (#7),energy,clean energy,late growth stage,NTT DOCOMO Ventures;Sigma Gestion;Omnes Venture Capital;Région Sud Investissement;Starquest Capital;Turenne Investissement;A Capital;SPDG;European Investment Bank;Gravitation;Credit Agricole Entreprises;ACG Equity Partners,"corporate_venture_fund;private_equity,venture_capital;private_equity,venture_capital;venture_capital;venture_capital;crowdfunding;private_equity,venture_capital;family_office;government & non-profit;venture_capital;corporate_venture_fund;private_equity,venture_capital",Marseille
SP3H,"Sensors that measure the fuel quality in real time, helping reduce pollutant emissions",Europe,France,Marseille,43.490926,5.33046,5.95,bus;carbon emissions;fuel;sensor;sustainable development goals;core sustainable impact;climate action (#13),energy,waste solution,early growth stage,European Innovation Council;Truffle Capital,"government;private_equity,venture_capital",Marseille
NewMotion,Charging solutions for electric vehicles,Europe,Netherlands,Amsterdam,52.3642069,4.8917925,13.55,electric vehicle;car;automotive;startupamsterdam;vehicle;sustainable development goals;ev charging operations and monitoring;ev charging infrastructure;ev charging software;ev charging hardware,energy,mobility,late growth stage,Entrepreneurs Fund;DOEN Participaties;Royal Dutch Shell;AutoBinck Group,venture_capital;venture_capital;corporate;corporate,Amsterdam
Sos,SunOyster concentrating solar technology,Europe,Germany,Frankfurt am Main,50.044871,8.680841,1.5,solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,European Innovation Council,government,Frankfurt
Smalle Technologies,System of electric power generation from sea waves,Europe,Spain,Barcelona,41.3850639,2.1734035,2.57,sustainable development goals;hydropower;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,Crowdcube;European Innovation Council;EIT InnoEnergy;Fondo de Emprendedores (Repsol Fundacíon);REPSOL Foundation,"crowdfunding;government;accelerator;accelerator;corporate_venture_fund,venture_capital",Barcelona
Winfoor,Develops a disruptive technology for large scale wind turbine rotor blades,Europe,Sweden,Malmo,55.711309,13.173411,4.8,sustainable development goals;core sustainable impact;wind energy;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,clean energy,seed stage,European Innovation Council;Vinnova,government;venture_capital,Malmo
Floating Power Point,"Designs, develops and provides a unique floating patented platform for wind and wave energy",Europe,Denmark,Bandholm,54.8346439,11.4798798,1.39,innovation radar;sustainable development goals;core sustainable impact;wind energy;hydropower;affordable and clean energy (#7);climate action (#13);marine energy;nordic impact 2021,energy,clean energy,early growth stage,European Innovation Council;Eurostars SME programme,government;government,Odense
LNGTainer,Manufacturing New containers can help developing countries utilize natural gas as a power source in remote areas,Europe,Finland,Helsinki,60.1668437,24.9615997,4.5,sustainable development goals;shipping;off-grid;circular economy;affordable and clean energy (#7);climate action (#13);industry innovation and infrastructure (#9);responsible consumption and production (#12);logistics tech;pallets and containers;industrial technology;nordic impact 2021,energy,oil & gas,seed stage,Business Finland;Innovestor,venture_capital;venture_capital,Helsinki
